APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map
2538012012,11/15/2019,Multi-Family,10901 W PENDLETON ST,LOS ANGELES,CA,91352,7,PrideCo Private Mortgage Loan Fund,Christen Cook,612-326-1858,"Quest Preservation, Inc",Kevin Merrett,16808   Armstrong AVE 215 Irvine CA 92606,714-408-1844,-118.36849,34.24202,POINT (-118.36849 34.24202)
6050016016,01/10/2019,Single Family,653 E COLDEN AVE,LOS ANGELES,CA,90002,8,Franklin Credit Management Corp,DK Knight,201-604-1800,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.26334,33.9494,POINT (-118.26334 33.9494)
2512008029,07/26/2019,Single Family,13033 N GRADE AVE,LOS ANGELES,CA,91342,7,Ditech Financial,Nicole Arretch,480-333-5277,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.42108,34.3069,POINT (-118.42108 34.3069)
2350005029,02/05/2019,Single Family,11166 W BURBANK BLVD,LOS ANGELES,CA,91601,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.37471,34.17197,POINT (-118.37471 34.17197)
2035003055,04/15/2019,Single Family,23515 W OXNARD ST,LOS ANGELES,CA,91367,3,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.63919,34.17919,POINT (-118.63919 34.17919)
6048038011,10/11/2019,Multi-Family,9805 S WILMINGTON AVE,LOS ANGELES,CA,90002,15,AJA CAPITAL INVESTMENTS LLC,Assumpta De Silva,626-824-9536,NULL,NULL,,NULL,-118.23913,33.94721,POINT (-118.23912999999999 33.94721)
2175024012,12/04/2019,Single Family,4901 N WINNETKA AVE,LOS ANGELES,CA,91364,3,GREGORY FUNDING,DALEANA BAUTSITA,503-505-5645,Cargile Company Realtors In,Paul Cargile,5901  W Century BLVD 640 Los Angeles CA 90045,310-275-0788,-118.56995,34.16004,POINT (-118.56995 34.16004)
2181029004,11/18/2019,Single Family,18045 W RANCHO ST,LOS ANGELES,CA,91316,5,The Meyer Assayag irrevocable trust,RUTH ESHAGHIAN,818-345-7242,n/a,ruth eshaghian,5140   AVENIDA HACIENDA   TARZANA CA 91356,818-345-7242,-118.52665,34.15648,POINT (-118.52665000000002 34.15648)
5216005008,09/30/2019,Single Family,4901 E LA CALANDRIA DR,LOS ANGELES,CA,90032,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.17806,34.07224,POINT (-118.17806000000002 34.07224)
5560015013,09/24/2019,Single Family,9029 W ST IVES DR,HOLLYWOOD,CA,90069,4,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.38925,34.09324,POINT (-118.38925 34.09324)
6005018030,09/16/2019,Multi-Family,201 1/2 W 62ND ST,LOS ANGELES,CA,90003,9,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.27623,33.98343,POINT (-118.27623 33.98343)
4002025004,01/17/2019,Non-Residential,04528  W 62ND ST,LOS ANGELES,CA,90043,8,TIAA Bank,M Thomason,904-623-8587,ServiceLink,Lori Fryer,2112   Business Center Dr DR 200 Irvine CA 92612,440-829-8258,-118.356477,33.983361,POINT (-118.356477 33.983361)
5151027044,12/24/2019,Single Family,750 W 1ST ST,LOS ANGELES,CA,90017,14,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway  5th F Bayonne NJ 7002,201-746-8715,-118.25087,34.05698,POINT (-118.25087 34.05698)
5026002011,01/10/2019,Single Family,4108 W DON LUIS DR,LOS ANGELES,CA,90008,8,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.34195,34.00628,POINT (-118.34195 34.00628)
4004032024,03/04/2019,Single Family,3623 W 62ND ST,LOS ANGELES,CA,90043,8,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.33613,33.98368,POINT (-118.33613000000001 33.98368)
2341007019,11/07/2019,Single Family,12830 W TIARA ST,LOS ANGELES,CA,91607,2,1139 Beverly LLC,Matt Moriarity,816-360-4184,NULL,NULL,,NULL,-118.41286,34.17836,POINT (-118.41286 34.17836)
6117002014,10/29/2019,Single Family,603 W 121ST ST,LOS ANGELES,CA,90044,15,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.28499,33.92262,POINT (-118.28499000000001 33.92262000000001)
2620023019,01/09/2019,Single Family,10338 N CAYUGA AVE,LOS ANGELES,CA,91331,7,JP Morgan Chase NA,Amy Lott,909-697-4173,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.42132,34.25838,POINT (-118.42132 34.25838)
2747014045,07/25/2019,Single Family,10030  OWENSMOUTH,LOS ANGELES,CA,91311,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.60058,34.25348,POINT (-118.60058000000001 34.25348)
7451014010,01/15/2019,Single Family,835 W 2ND ST,SAN PEDRO,CA,90731,15,WILSHIRE FINANCIAL NETWORK,ANDY ZUBIA,310-490-1369,WILSHIRE FINANCIAL LOAN SERVICE,ANDY ZUBIA,468  N CAMDEN DR 200 BEVERLY HILLS CA 90210,310-890-6058,-118.2953,33.7423,POINT (-118.29530000000001 33.7423)
5534011006,01/08/2019,Multi-Family,1229 N TAMARIND AVE,HOLLYWOOD,CA,90038,13,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,-118.31916,34.09351,POINT (-118.31916000000001 34.09351)
2532010067,01/01/2019,Single Family,12345 W STONEGATE RD,LOS ANGELES,CA,91331,7,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.40066,34.28041,POINT (-118.40066 34.28041)
2365021012,10/11/2019,Single Family,4383 N IRVINE AVE,LOS ANGELES,CA,91604,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.3857,34.14967,POINT (-118.38570000000001 34.14967)
4256014030,01/09/2019,Single Family,2827 S WESTWOOD BLVD,LOS ANGELES,CA,90064,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.42278,34.03267,POINT (-118.42278000000002 34.03267)
4314011028,07/02/2019,Single Family,3555 S KEYSTONE AVE,LOS ANGELES,CA,90034,5,Trustee Corps - Jefferson,Eric Moore,877-338-3791,Safeguard,David Mazanek,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.40991,34.024,POINT (-118.40990999999998 34.024)
2629016004,01/17/2019,Single Family,9100 N O'MELVENY AVE,LOS ANGELES,CA,91352,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.40189,34.23439,POINT (-118.40189000000001 34.23439)
5437003016,11/27/2019,Multi-Family,3019 1/2 W GLENHURST AVE,LOS ANGELES,CA,90039,13,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.25379,34.11047,POINT (-118.25379 34.11047)
4388016025,02/28/2019,Single Family,9007 W ALTO CEDRO DR,LOS ANGELES,CA,90210,4,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.39389,34.113,POINT (-118.39389 34.113)
4226004020,01/07/2019,Multi-Family,41 E CLUB HOUSE AVE 1-2,LOS ANGELES,CA,90291,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.4744,33.98993,POINT (-118.4744 33.98993)
5546030051,03/25/2019,Single Family,6263 W HOLLYWOOD BLVD,HOLLYWOOD,CA,90028,13,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.32632,34.10179,POINT (-118.32632 34.10179)
2701039014,01/04/2019,Single Family,20115 W VIA CELLINI,LOS ANGELES,CA,91326,12,"CALIBER HOME LOANS, INC.",KANDYCE HUGHES,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.5712,34.29427,POINT (-118.57120000000002 34.29427)
2747014208,08/20/2019,Single Family,21629 W LASSEN ST,LOS ANGELES,CA,91311,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.60054,34.25012,POINT (-118.60054 34.25012)
4006026040,05/30/2019,Single Family,3231 W 71ST ST,LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,-118.32908,33.97579,POINT (-118.32908000000002 33.97579)
5558006007,12/10/2019,Single Family,8813 W EVANVIEW DR,LOS ANGELES,CA,90069,4,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.38116,34.10007,POINT (-118.38116 34.10007)
2733023009,01/01/2019,Single Family,17400 W HIAWATHA ST,LOS ANGELES,CA,91344,12,US-BANK National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.5135,34.25918,POINT (-118.51350000000001 34.25918)
6011004040,11/20/2019,Single Family,219 E 69TH ST,LOS ANGELES,CA,90003,9,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.27108,33.97709,POINT (-118.27108 33.97709)
5588029022,07/24/2019,Single Family,2651 N ABERDEEN AVE,LOS ANGELES,CA,90027,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28944,34.11678,POINT (-118.28944 34.11678)
2560033004,01/14/2019,Single Family,8415 W CORA ST,LOS ANGELES,CA,91040,7,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.31636,34.25334,POINT (-118.31636 34.25334)
2115011005,01/04/2019,Single Family,7266 N OAKDALE AVE,LOS ANGELES,CA,91306,3,Caliber Home Loans,Kandyce Hughes,214-874-4174,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,-118.56693,34.20296,POINT (-118.56693 34.20296)
6023002029,01/01/2019,Single Family,707 E 73RD ST,LOS ANGELES,CA,90001,9,US Bank C/O Select Portfolio Servicing,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26262,33.97398,POINT (-118.26262 33.97398)
2146026024,08/19/2019,Single Family,21730  MARYLEE,WOODLAND HILLS,CA,91367,3,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.60176,34.17514,POINT (-118.60175999999998 34.17514)
2206033047,01/08/2019,Single Family,16026 W LEADWELL ST,VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.48243,34.20379,POINT (-118.48243 34.20379)
5049001059,11/22/2019,Multi-Family,2537 S RIMPAU BLVD,LOS ANGELES,CA,90016,10,Ditech Financial,Nicole Arretch,480-333-5277,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.34716,34.03306,POINT (-118.34716 34.03306)
4385021013,06/27/2019,Single Family,3088 N DEEP CANYON DR,LOS ANGELES,CA,90210,5,"SHADGOU,ROGER IRAJ C/O RUSHMORE LOAN MANAGEMENT SERVICES",PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.43197,34.13019,POINT (-118.43197000000002 34.13019)
5577032009,11/04/2019,Single Family,2444 N HOLLY DR,LOS ANGELES,CA,90068,4,"Northern California Mortgage Fund XIII, LLC",Carly Talbott,415-660-9707,The Agency,Marcia Beverly,331   Foothill   Beverly Hills CA 90210,818-207-2440,-118.33076,34.11589,POINT (-118.33076 34.11589000000001)
2134022009,11/13/2019,Single Family,6535 N COMANCHE AVE,LOS ANGELES,CA,91306,3,Azita Frieda Delrahim,Sina Rabizadeh,310-980-3336,Sina Rabizadeh,Sina Rabizadeh,655  N Western AVE  Los Angeles CA 90004,310-980-3336,-118.57231,34.1891,POINT (-118.57231 34.1891)
2233004009,07/22/2019,Single Family,6455 N HASKELL AVE,VAN NUYS,CA,91406,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47513,34.18822,POINT (-118.47513 34.18822)
6074007010,01/07/2019,Single Family,118 W 105TH ST,LOS ANGELES,CA,90003,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.27463,33.94092,POINT (-118.27463000000002 33.94092)
5183006006,12/04/2019,Single Family,163 N CHICAGO ST,LOS ANGELES,CA,90033,14,"Citibank, N.A., as Trustee, in trust for registered Holders of WaMu Asset-Backed Certificates WaMu S",SELECT PORTFOLIO SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.21174,34.0459,POINT (-118.21174 34.0459)
5309010028,06/13/2019,Single Family,5248 E REMSTOY DR,LOS ANGELES,CA,90032,14,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.16558,34.09726,POINT (-118.16558 34.09726)
2153028021,03/27/2019,Single Family,6126 N MELVIN AVE,LOS ANGELES,CA,91356,3,Mr. Cooper LLC,Paula Acosta,800-468-1743,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.55981,34.18168,POINT (-118.55980999999998 34.18168)
2731024100,02/22/2019,Single Family,10022 N RESEDA BLVD,LOS ANGELES,CA,91324,12,"SETERUS, INC",SETERUS INC,877-272-2149,SO CAL INSPECTORS VPR,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,-118.53588,34.2526,POINT (-118.53588 34.2526)
4107024029,12/17/2019,Multi-Family,8441 S KITTYHAWK AVE,WESTCHESTER,CA,90045,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.38869,33.9616,POINT (-118.38869 33.9616)
5167015049,01/02/2019,Single Family,1770 E 22ND ST,LOS ANGELES,CA,90058,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,-118.24053,34.01642,POINT (-118.24053 34.016420000000004)
6005009008,01/04/2019,Multi-Family,5842 1/2 BRENTWOOD ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.27704,33.98861,POINT (-118.27704 33.98861)
6003023024,01/15/2019,Single Family,1039 W 62ND ST,LOS ANGELES,CA,90044,9,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.29287,33.98335,POINT (-118.29287 33.98335)
5690017008,10/22/2019,Multi-Family,1445  YOSEMITE DR,LOS ANGELES,CA,90041,14,COSIS,Colin Hammett,916-895-6540,Piedmont Capital Management LLC,Colin Hammett,1968  S Coast Hwy  1250 Laguna Beach CA 92651,916-895-6540,-118.19734,34.13314,POINT (-118.19734 34.13314)
2506024028,01/01/2019,Single Family,12920 N WOODCOCK AVE,LOS ANGELES,CA,91342,7,Bank of New York Mellon c/o Select Portfolio Servicing,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45388,34.30479,POINT (-118.45388000000001 34.30479)
7439008005,01/09/2019,Single Family,1544 W 238TH ST,LOS ANGELES,CA,90710,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.30511,33.80872,POINT (-118.30511 33.80872)
2504001025,01/03/2019,Single Family,13375 N PHILLIPPI AVE,LOS ANGELES,CA,91342,7,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.44977,34.31499,POINT (-118.44976999999999 34.31499)
2360026041,01/09/2019,Single Family,4539 N LONGRIDGE AVE,LOS ANGELES,CA,91423,4,M&T Bank,Eric Moore,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.42154,34.15333,POINT (-118.42154 34.15333)
2354008036,01/01/2019,Single Family,4702 N KRAFT AVE,LOS ANGELES,CA,91602,2,HSBC Bank c/o Select Portfolio Servicing,Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37996,34.15591,POINT (-118.37996000000001 34.15591)
2368014071,04/25/2019,Single Family,11619  ACAMA  ST,LOS ANGELES,CA,91604,2,"Trinity Financial Services, LLC",Jeffrey Aiken,469-352-9277,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.38605,34.14636,POINT (-118.38605 34.14636)
2651012111,01/04/2019,Single Family,9000 N WILLIS AVE,LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.45515,34.23312,POINT (-118.45514999999999 34.23312)
5113009009,07/22/2019,Single Family,277 E 43RD ST,LOS ANGELES,CA,90011,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26865,34.0058,POINT (-118.26865000000001 34.0058)
2523023024,10/03/2019,Single Family,11633 N HERRICK AVE,LOS ANGELES,CA,91340,7,BSI Financial Services,customer care,800-327-7861,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.42606,34.2816,POINT (-118.42606 34.2816)
2651018019,04/25/2019,Single Family,9058  NOBLE AVE,LOS ANGELES,CA,91343,6,"The Bank of New York Mellon, successor to The Bank of New York, not in its individual capacity but s",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.46037,34.23531,POINT (-118.46037 34.23531)
5219022012,11/20/2019,Single Family,5451 E TEMPLETON ST,LOS ANGELES,CA,90032,14,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.16377,34.08628,POINT (-118.16377 34.08628)
2552024041,03/12/2019,Single Family,7703 W WENTWORTH ST,LOS ANGELES,CA,91042,7,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.30038,34.26701,POINT (-118.30037999999999 34.26701)
2040009004,07/22/2019,Single Family,22647 W BURBANK BLVD,LOS ANGELES,CA,91367,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.62035,34.17209,POINT (-118.62035000000002 34.17209)
5066020014,01/28/2019,Single Family,1801 S ORANGE GROVE AVE,LOS ANGELES,CA,90019,10,California Credit Union,Danny Pak,818-291-5415,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,-118.36834,34.0428,POINT (-118.36834000000002 34.0428)
4305027021,01/07/2019,Single Family,9017 W CRESTA DR,LOS ANGELES,CA,90035,5,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.38699,34.04604,POINT (-118.38699 34.04604)
6050014025,02/14/2019,Single Family,822 E 95TH ST,LOS ANGELES,CA,90002,8,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567,-118.25999,33.95013,POINT (-118.25999 33.95013)
6029010023,07/07/2019,Multi-Family,734 E 81ST ST,LOS ANGELES,CA,90001,9,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.26176,33.96548,POINT (-118.26175999999998 33.96548)
2301017001,06/25/2019,Multi-Family,8165 N WOODMAN AVE,LOS ANGELES,CA,91605,6,"CHOCHIAN,SHAMIRE C/O RUSHMORE LOAN MANAGEMENT SERVICES",PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.43203,34.21923,POINT (-118.43203 34.21923)
6020024006,03/28/2019,Single Family,600 W 74TH ST,LOS ANGELES,CA,90044,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.28411,33.97258,POINT (-118.28410999999998 33.97258)
6037006014,09/12/2019,Single Family,9156 S HARVARD BLVD,LOS ANGELES,CA,90047,8,ALMETA POWELL c/o Cenlar FSB,ATHENA SANTOS,609-718-2657,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.3067,33.95291,POINT (-118.30669999999999 33.95291)
2712002005,01/09/2019,Single Family,17732 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.52077,34.27196,POINT (-118.52077 34.27196)
5018020006,01/01/2019,Multi-Family,702 W 50TH ST,LOS ANGELES,CA,90037,9,U.S. Bank N.A co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28566,33.99727,POINT (-118.28565999999998 33.99727)
5119006016,04/22/2019,Multi-Family,1374 E 22ND ST,LOS ANGELES,CA,90011,9,bayview,Willie Walton,714-848-7920,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.25102,34.02033,POINT (-118.25102000000001 34.02033)
5479028027,01/30/2019,Multi-Family,5144 E STRATFORD RD,LOS ANGELES,CA,90042,14,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,-118.20277,34.12242,POINT (-118.20277000000002 34.12242)
2616025026,01/03/2019,Single Family,13863 W EUSTACE ST,LOS ANGELES,CA,91331,7,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.43517,34.26993,POINT (-118.43517 34.26993)
2684009020,01/01/2019,Single Family,16859 W HIAWATHA ST,LOS ANGELES,CA,91344,12,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.50007,34.25948,POINT (-118.50007000000001 34.25948)
5588019001,01/01/2019,Single Family,2500 N GLENDOWER AVE,LOS ANGELES,CA,90027,4,US Bank National Association C/O Select Portfolio Servicing,Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29365,34.11441,POINT (-118.29365 34.11441)
2601075027,01/03/2019,Single Family,18503 W OLDENBURG LANE,LOS ANGELES,CA,91344,12,PENNYMAC,CINNAMON LEHTO,818-878-8411,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.53525,34.29458,POINT (-118.53525 34.29458)
2755009014,03/21/2019,Single Family,9560 N SHOSHONE AVE,LOS ANGELES,CA,91325,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,"XFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,-118.51759,34.24489,POINT (-118.51759 34.24489)
