APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
2604009041,09/05/2014,Single Family,"15828 W LARKSPUR ST
Los Angeles, CA 91342
(34.30382895500003, -118.47679023199998)",91342,7,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2662022006,04/17/2014,Single Family,"10828 N AQUEDUCT AVE
Los Angeles, CA 91344
(34.26726705300007, -118.47394639999999)",91344,12,U.S. Bank National Association,Richard Selig,949-823-5787,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
5589002011,12/03/2014,Single Family,"2071 N LAUGHLIN PARK DR
Los Angeles, CA 90027
(34.108344345000035, -118.30402746699997)",90027,4,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4401029049,11/05/2014,Single Family,"530 S BARRINGTON
LOS ANGELES, CA 90049
(34.058840014000054, -118.46845808199998)",90049,11,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2619001028,11/25/2014,Single Family,"13601 W DAVENTRY ST
Los Angeles, CA 91331
(34.27046348300007, -118.42880691199997)",91331,7,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2322014013,11/25/2014,Single Family,"6706 N HINDS AVE
Los Angeles, CA 91606
(34.19239984700005, -118.39106622599996)",91606,2,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2227018029,01/27/2014,Single Family,"17161 W SHERMAN WAY
Los Angeles, CA 91406
(34.201248219000036, -118.50737870499995)",91406,6,Cathay Bank,Saul Weinstein,626-279-3703,Charles Dunn & Co,Jerry Wang- Receiver,800   6th   Los  Angeles CA 90017,213-270-6228
6067007047,09/24/2014,Single Family,"10967 S GRAPE ST
Los Angeles, CA 90059
(33.93562075800003, -118.23699231999996)",90059,15,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2201022019,01/15/2014,Single Family,"7938 N ANDASOL AVE
Los Angeles, CA 91325
(34.215321037000024, -118.51174585299998)",91325,12,Caliber Home Loans,Arthur Ferrari,866-248-2679,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5051018027,02/03/2014,Single Family,"2927 S 5TH AVE
Los Angeles, CA 90018
(34.02825038800006, -118.32244208299994)",90018,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5551017074,02/19/2014,Single Family,"1525 N HAYWORTH AVE
Los Angeles, CA 99999
(34.09852800500005, -118.36291657099997)",99999,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2415008011,11/11/2014,Multi-Family,"5652 1 2 N SATSUMA AVE
Los Angeles, CA 91601
(34.16713081200004, -118.37252852099999)",91601,4,NationStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
7469004019,06/03/2014,Single Family,"810 W 27TH ST
SAN PEDRO, CA 90731
(33.71972808500004, -118.29505925699999)",90731,15,BAC HOME LOANS SERVICING,ROEL RODRIGUEZ,800-669-2443,Safeguard Code Compliance,Code Violations,7105   CORPORATE DR   PLANO  TX 75024,877-340-0060
6065029012,03/07/2014,Single Family,"10403 S WILMINGTON AVE
Los Angeles, CA 90002
(33.941370644000074, -118.23906296999996)",90002,15,EVERHOME MORTGAGE,OCTAVIA NJOROGE,866-918-4507,"LPS FIELD SERVICE, INC",gabriel rangel,1613  E Eckerman   West Covina CA 91791,800-767-8674
5110008035,12/18/2014,Single Family,"233 W 47TH ST
Los Angeles, CA 90037
(34.000057509000044, -118.27733024899999)",90037,9,Caliber Home Loans,Kandyce Hughes,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2258001040,05/29/2014,Single Family,"17201 W ALBERS ST
Los Angeles, CA 91316
(34.169938417000026, -118.50778891699997)",91316,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5101033010,03/07/2014,Multi-Family,"238 W 53RD ST
Los Angeles, CA 90037
(33.99418175500006, -118.27696379799994)",90037,9,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6014001022,11/25/2014,Multi-Family,"1335 W 65TH ST
Los Angeles, CA 90044
(33.97984763900007, -118.29933998399997)",90044,8,JP Morgan Chase C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
6117014022,07/24/2014,Single Family,"12429 S DENVER AVE
Los Angeles, CA 90044
(33.91905785900008, -118.28481431999995)",90044,15,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2533029088,05/08/2014,Single Family,"11380 N VILLA
DEL SOL Los Angeles, CA 91331
(34.25726360600004, -118.41981956099994)",91331,7,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
2661029011,02/25/2014,Single Family,"15745 W LASSEN ST
Los Angeles, CA 91343
(34.25011764300007, -118.47561836099999)",91343,12,Caliber Home Loans,Arthur Ferrari,866-248-2679,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4401029031,09/30/2014,Single Family,"530 S BARRINGTON
LOS ANGELES, CA 90049
(34.058840014000054, -118.46845808199998)",90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2552017016,03/21/2014,Single Family,"10923 N WHITEGATE AVE
Los Angeles, CA 91040
(34.26773027000007, -118.30537217999995)",91040,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5005003023,01/24/2014,Single Family,"5329 S 2ND AVE
Los Angeles, CA 90043
(33.994100212000035, -118.31931248499995)",90043,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5031008005,05/28/2014,Single Family,"4315 W DON ARELLANES DR
Los Angeles, CA 90008
(34.008627029000024, -118.34940778199996)",90008,8,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5525021012,09/25/2014,Single Family,"502 N DETROIT ST
Los Angeles, CA 90036
(34.08041072900005, -118.34512590199995)",90036,5,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6040006021,02/03/2014,Single Family,"228 W 84TH PL
Los Angeles, CA 90003
(33.96232258400005, -118.27704909299996)",90003,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2347022012,02/03/2014,Single Family,"5327 N BELLINGHAM AVE
Los Angeles, CA 91607
(34.16735154500003, -118.39930273599998)",91607,2,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5036012009,01/02/2014,Multi-Family,"3866 1 2 S LA SALLE AVE
Los Angeles, CA 90062
(34.00387157600005, -118.30885680999995)",90062,8,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,Pacific Preservation Services,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2552048037,07/28/2014,Single Family,"11137 N PROVENCE LANE
Los Angeles, CA 91042
(34.27193379400006, -118.29197575099994)",91042,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6048022040,07/21/2014,Multi-Family,"9424 1 2 S COMPTON AVE
Los Angeles, CA 90002
(33.94895070600006, -118.24697958699994)",90002,15,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2257020035,05/06/2014,Single Family,"5460 WHITE
OAK LOS ANGELES, CA 91316
(34.16673107200006, -118.51629606299997)",91436,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2626018010,09/19/2014,Single Family,"13015 W BRACKEN ST
Los Angeles, CA 91331
(34.240063984000074, -118.41598777699994)",91331,7,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2153036010,10/27/2014,Single Family,"6257 N PENFIELD AVE
Los Angeles, CA 91367
(34.18417025000008, -118.56759234299994)",91367,3,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2779006131,11/06/2014,Single Family,"8463 S DE SOTO AVE
Los Angeles, CA 91304
(34.22389977500006, -118.588543131)",91304,3,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2309022010,09/29/2014,Single Family,"8001 N VANTAGE AVE
Los Angeles, CA 91605
(34.215870675000076, -118.39773217599998)",91605,2,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
4218010009,07/07/2014,Single Family,"11850 W BRADDOCK DR
Los Angeles, CA 90230
(33.99310233600005, -118.41411416699998)",90230,11,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Svcs c/o N & C Services,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,760-736-0067
2717022036,05/09/2014,Single Family,"10868 N CREBS AVE
Los Angeles, CA 91326
(34.26842048700007, -118.54238733099999)",91326,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2618010013,11/20/2014,Multi-Family,"13816 W LOUVRE ST
Los Angeles, CA 91331
(34.263896629000044, -118.43409242899997)",91331,7,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2035022030,07/31/2014,Single Family,"23220 W SYLVAN ST
Los Angeles, CA 91367
(34.184563178000076, -118.63236901799996)",91367,3,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
4103013085,03/06/2014,Single Family,"6922 S KNOWLTON PL
Los Angeles, CA 90045
(33.97417956400005, -118.37127578599996)",90045,11,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
4211025168,04/30/2014,Single Family,"6400 S CRESCENT PARK EAST
Los Angeles, CA 90094
(33.96964764000006, -118.42700359099996)",90094,11,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
4407011021,03/26/2014,Single Family,"13108 W NIMROD PL
Los Angeles, CA 90049
(34.05088350800003, -118.49552979099997)",90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2626010008,12/23/2014,Single Family,"9628 N LAUREL CANYON BLVD
Los Angeles, CA 91331
(34.24455212200007, -118.41699948099995)",91331,7,U.S. Bank Home Mortgage,SHAWN HIGGS,800-365-7772,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5210026015,10/29/2014,Multi-Family,"1916 N HANCOCK ST
Los Angeles, CA 90031
(34.06667207300006, -118.20893656199996)",90031,1,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5305002011,04/07/2014,Single Family,"3653 N MCKENZIE AVE
Los Angeles, CA 90032
(34.089042472000074, -118.19005872899999)",90032,14,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2617010002,06/09/2014,Single Family,"10614 N LEV AVE
Los Angeles, CA 91345
(34.26347258900006, -118.44726992399995)",91345,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2613019001,05/07/2014,Single Family,"11401 N ACALA AVE
Los Angeles, CA 91340
(34.27737947800006, -118.44962979699994)",91340,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2715007057,12/05/2014,Single Family,"18433 W LOS ALIMOS ST
Los Angeles, CA 91326
(34.26549830100004, -118.53470967699997)",91326,12,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2017032016,03/13/2014,Single Family,"7632 N WISCASSET DR
Los Angeles, CA 91304
(34.211780075000036, -118.65835758199995)",91304,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,Martinez Building and Development,Boler Markeese,7522   Finevale DR  DOWNEY CA 90240,623-444-0552
6037001012,06/17/2014,Single Family,"1651 W 87TH ST
Los Angeles, CA 90047
(33.95901784000006, -118.30646915199998)",90047,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2107023066,07/29/2014,Single Family,"7811 N WINNETKA AVE
Los Angeles, CA 91306
(34.212670788000025, -118.57105264599994)",91306,3,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453
6067010025,07/27/2014,Single Family,"2122 E 111TH ST
Los Angeles, CA 90059
(33.93425299900008, -118.23411968099998)",90059,15,Grant Acquisitions,Victor Grant,323-650-3777,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway PKWY 1500 Plano TX 75093,813-387-1100
2010023070,04/11/2014,Single Family,"22152 W TERI CT
Los Angeles, CA 91304
(34.221212654000055, -118.61020948599997)",91304,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5005023011,02/28/2014,Multi-Family,"5712 S RUTHELEN ST
Los Angeles, CA 90062
(33.99057841300004, -118.31257611199999)",90062,8,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6068008003,01/07/2014,Single Family,"10815 S GORMAN AVE
Los Angeles, CA 90059
(33.93673962400004, -118.23137033699999)",90059,15,NSP LA TRUST,Laura Maier,310-535-9293,HMC Assets,Laura Maier,889   N Douglas ST 100 El Segundo CA 90245,310-535-9293
5054012008,01/20/2014,Single Family,"2734 S RAYMOND AVE
Los Angeles, CA 90007
(34.029861278000055, -118.29800679399995)",90007,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4335003020,01/30/2014,Single Family,"139 N LAPEER DR
Los Angeles, CA 90048
(34.076391570000055, -118.38681200199994)",90048,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5148001023,01/02/2014,Non-Residential,"308 S MAIN ST
Los Angeles, CA 90013
(34.04933403700005, -118.24601689899998)",90013,14,First-Citizens Bank & Trust Company,Kurth DeMoss,818-459-1305,NULL,NULL,,NULL
2146036056,11/11/2014,Single Family,"5535 CANOGA AVE
Los Angeles, CA 91367
(34.17096049100007, -118.597482534)",91367,3,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6061004017,05/09/2014,Single Family,"812 W 105TH ST
Los Angeles, CA 90044
(33.94069310300006, -118.28990970999996)",90044,8,SUNWEST MORTGAGE,CELESTINE LEWIS,800-453-7884,WOLVERINE REAL ESTATE SERVICES,JUANITA KENNEY,26711   WOODWARD  305 HUNTINGTON WOODS MI 48070,248-586-9779
4005009001,01/02/2014,Single Family,"3102 W 59TH ST
Los Angeles, CA 90043
(33.98718306500007, -118.32654650999996)",90043,8,Caliber Home Loans,Arthur Ferrari,866-248-2679,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6068011006,04/01/2014,Single Family,"2320 E 108TH ST
Los Angeles, CA 90059
(33.93703345500006, -118.23045657799997)",90059,15,Fannie Mae,J.J. Lopez,323-722-7373,NULL,NULL,,NULL
4005019004,06/20/2014,Single Family,"5914 S 5TH AVE
Los Angeles, CA 90043
(33.986800507000055, -118.32252619899998)",90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2403023003,01/22/2014,Single Family,"9921 W EDMORE PL
Los Angeles, CA 91352
(34.218345776000035, -118.34707556299998)",91352,2,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2536029002,10/17/2014,Single Family,"12438 W EMPIRE PL
Los Angeles, CA 91331
(34.262515043000064, -118.40460092799998)",91331,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2013018024,01/07/2014,Single Family,"7730 N VICKY AVE
Los Angeles, CA 93063
(34.21078920300005, -118.61947596999994)",93063,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2508013015,04/08/2014,Single Family,"12762 N GLENOAKS BLVD
Los Angeles, CA 91342
(34.302303334000044, -118.44279100399996)",91342,7,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
5304015011,01/29/2014,Single Family,"771 E MONTECITO DR
Los Angeles, CA 90031
(34.09097484900008, -118.19914908099997)",90031,1,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5081015005,03/28/2014,Multi-Family,"1201 S 3RD AVE
Los Angeles, CA 90019
(34.04979344900005, -118.31901865299994)",90019,10,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4115013020,09/08/2014,Single Family,"8100 W 83RD ST
PLAYA DEL REY, CA 90293
(33.95955595600003, -118.43818533399997)",90293,11,SolutionStar,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   INTERNATIONAL PKWY  PLANO TX 75093,813-387-1100
6058005029,01/13/2014,Multi-Family,"10222 S ST ANDREWS PL
Los Angeles, CA 90047
(33.943380224000066, -118.31122577099995)",90047,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2284007010,12/05/2014,Single Family,"4650 N PETIT AVE
Los Angeles, CA 91436
(34.155943955000055, -118.49644700699997)",91436,5,U.S. Bank National Association C/O Select Portfolio Servicing,na Na,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2261024011,11/05/2014,Single Family,"5022 N WOODLEY AVE
Los Angeles, CA 91436
(34.16046089900004, -118.48361634899999)",91436,5,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6002031008,03/17/2014,Multi-Family,"1632 W GAGE AVE
Los Angeles, CA 90047
(33.98234332100003, -118.30568235699997)",90047,8,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2176006008,11/24/2014,Single Family,"4801 N TOPEKA DR
Los Angeles, CA 91356
(34.15697524700005, -118.54827203399998)",91356,3,CALIBER HOME LOANS,DENA GRIMES,405-945-1400,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5052027027,02/27/2014,Single Family,"2115 W 29TH PL
Los Angeles, CA 90018
(34.028258454000024, -118.31254974299998)",90018,10,Fay Financial,Simone Castaneda,800-468-1743,Field Asset Services c/o N&C Services Inc.-South,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,760-736-0067
5588033008,01/24/2014,Single Family,"2621 N COMMONWEALTH AVE
Los Angeles, CA 90027
(34.11772622400008, -118.28608182999994)",90027,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5558022009,08/25/2014,Single Family,"1608 N QUEENS RD
Los Angeles, CA 90069
(34.09985433300005, -118.37709135199998)",90069,5,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
5018027003,06/13/2014,Multi-Family,"523 W 48TH ST
Los Angeles, CA 90037
(33.99967807500008, -118.28313681699996)",90037,9,Wells Fargo Bank,Harma Hartouni,818-783-3736,LPS,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
6084001021,03/31/2014,Single Family,"645 E 116TH PL
Los Angeles, CA 90059
(33.92829800700002, -118.26353974099999)",90059,15,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2038035017,07/15/2014,Single Family,"22447 W VICTORY BLVD
Los Angeles, CA 91307
(34.186478270000066, -118.61635921399994)",91307,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2160012052,12/01/2014,Single Family,"18110 KILLION
Los Angeles, CA 91356
(34.17078304000006, -118.52773952399997)",91356,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
5683033013,12/02/2014,Single Family,"4785 W ROUND TOP DR
Los Angeles, CA 90065
(34.13609820500005, -118.22633947499997)",90065,14,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2153034034,10/29/2014,Single Family,"5911 N JULIAN LANE
Los Angeles, CA 91356
(34.17793179600005, -118.55425122399998)",91356,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
7426022012,11/25/2014,Single Family,"1506 E SANDISON ST
Los Angeles, CA 90744
(33.79437290100003, -118.24530833799997)",90744,15,Select Portfolio Servicing,Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6040027020,01/30/2014,Multi-Family,"132 1 2 W 88TH PL
Los Angeles, CA 90003
(33.963350054000045, -118.27393600099998)",90003,8,"Selectr Portfolio Servicing, INC",FirstService Residential Realty,800-962-6010,Tom Jackman,Chandra Balle,1   Polaris Way ST  Aliso Viejo CA 92656,949-292-5582
5074023020,01/17/2014,Single Family,"1745 S KINGSLEY DR
Los Angeles, CA 90006
(34.04139101000004, -118.30340292999995)",90006,10,ONE WEST BANK,LEAH COLLINS,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041,800-468-1743
2822006021,08/26/2014,Single Family,"11734 N DORAL AVE
Los Angeles, CA 91326
(34.28556183100005, -118.54993592899996)",91326,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2322005042,10/27/2014,Single Family,"6550 N ST CLAIR AVE
Los Angeles, CA 91606
(34.18997083700003, -118.39976595399997)",91606,2,"U.S. Bank NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
5179013018,01/30/2014,Single Family,"3449 E 3RD ST
Los Angeles, CA 90063
(34.03423649300004, -118.19485798299996)",90063,14,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
