APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
2639028120,01/25/2022,Single Family,14334 W TERRA BELLA ST,LOS ANGELES,CA,91402,6,Tejas Doshi,Tejas Doshi,909-598-4021,Tejas Doshi/ Owner,Tejas Doshi,19902   19902 Wildcat Canyon Road   Walnut CA 91789,909-598-4021,-118.44514,34.23852,POINT (-118.44514 34.23852)
5104009028,09/12/2022,Multi-Family,5330 S ASCOT AVE,LOS ANGELES,CA,90011,9,Selene Finance LP,Eric Moore,877-338-3791,SERVICELINK,CLIENT SERVICES,11802   Ridge PKWY 100 Broomfield CO 80021,877-847-8544,-118.24978,33.99415,POINT (-118.24978 33.99415)
4366018002,01/14/2022,Single Family,11120 W SUNSET BLVD,LOS ANGELES,CA,90049,5,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.45925,34.07415,POINT (-118.45925 34.07415)
6011005022,01/04/2022,Multi-Family,226 E 69TH ST,LOS ANGELES,CA,90003,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.27081,33.97686,POINT (-118.27081 33.97686)
6030008031,08/10/2022,Multi-Family,209 E 82ND PL,LOS ANGELES,CA,90003,9,"Towd Point Mortgage Trust 2018-1, U.S. Bank National Association, as Indenture Trustee",SELECT PORTFOLIO SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27146,33.96464,POINT (-118.27146 33.96464)
6012008028,01/25/2022,Multi-Family,327 1/2 W 70TH ST,LOS ANGELES,CA,90003,9,JRM Financial LLC,Angela Carroll,310-395-0010,Safeguard Properties,Code Compliance Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.27939,33.9766,POINT (-118.27939 33.9766)
2644027203,02/01/2022,Single Family,9362 N MOONBEAM AVE,LOS ANGELES,CA,91402,6,Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,Guardian Asset Management,Gina Butler,2021   Hartel AVE  Levittown PA 19057,888-872-9094,-118.44547,34.24069,POINT (-118.44547 34.24069)
4239003003,09/15/2022,Multi-Family,712 S 6TH AVE,VENICE,CA,90291,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.46956,33.99658,POINT (-118.46956 33.99658)
5582022015,06/13/2022,Single Family,6228 W ROCKCLIFF DR,LOS ANGELES,CA,90068,4,First Citizens Bank & Trust Company,Garrett Whitley,866-676-7456,NULL,NULL,,NULL,-118.32149,34.12751,POINT (-118.32149 34.12751)
2168017079,01/04/2022,Single Family,5230 N CALATRANA DR,LOS ANGELES,CA,91364,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.60342,34.16431,POINT (-118.60342 34.16431)
2640021023,01/20/2022,Single Family,13713 W BRACKEN ST,LOS ANGELES,CA,91331,6,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.43123,34.22906,POINT (-118.43123 34.22906)
5551014016,01/31/2022,Single Family,1635 N GENESEE AVE,LOS ANGELES,CA,90046,13,"LBC Capital Income Fund, LLC",Kirill Pilipenko,818-761-7234,"Lending Bee, Inc",Boris Dorfman,4605   LANKERSHIM   NORTH HOLLYWOOD CA 91602,818-761-7234,-118.35841,34.1009,POINT (-118.35841 34.1009)
2218021088,01/19/2022,Single Family,14819 W SHERMAN WAY,VAN NUYS,CA,91405,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.45589,34.2014,POINT (-118.45589 34.2014)
2664026051,09/20/2022,Single Family,11493 N LEV AVE,LOS ANGELES,CA,91345,7,FlagStar,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.46134,34.27879,POINT (-118.46134 34.27879)
2701075150,08/29/2022,Single Family,20333 W PASEO MERIANA,LOS ANGELES,CA,91326,12,Bank of The West,Nuvia Shuttin,800-545-8180,Bank of The West,Karolin Youdin,20516   Devonshire ST  Chatsworth CA 91311,818-739-0777,-118.57676,34.27507,POINT (-118.57676 34.27507)
2628003022,03/24/2022,Single Family,13107 W OTTOMAN ST,LOS ANGELES,CA,91331,6,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.41819,34.2363,POINT (-118.41819 34.2363)
5580009013,05/03/2022,Single Family,2408 N DETOUR DR,LOS ANGELES,CA,90068,4,Bank of America c/o Reverse Mortgage Solutions,Josefina Scott,832-616-5907,First American Trustee Servicing Solutions,Code Compliance,777  S Figueroa ST 4 FL Los Angeles CA 90017,800-242-5800,-118.31988,34.11354,POINT (-118.31988 34.11354)
6037019029,08/01/2022,Single Family,1457 W 90TH ST,LOS ANGELES,CA,90047,8,Freedom Mortgage,Byron Gladden,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.30225,33.95598,POINT (-118.30225 33.95598)
5304009035,07/22/2022,Single Family,1116 E MONTECITO DR,LOS ANGELES,CA,90031,1,LoanCare,ERIC MOORE,877-338-3791,SERVICELINK,CLIENT SERVICES,10385   Westmoor Dr 100 Westminster CO 80021,877-847-8544,-118.20141,34.08787,POINT (-118.20141 34.08787)
2506008021,01/27/2022,Single Family,14911 W POLK ST,LOS ANGELES,CA,91342,7,Nationstar Mortgage,Code Violations,888-456-0714,CYPREXX SERVICES C/O New Beginning Properties Inc.,Lourdes Chavez,525  W GRAND REGENCY BLV BLVD  BRANDON FL 33510,877-339-8202,-118.45774,34.30074,POINT (-118.45774 34.30074)
5041018024,07/08/2022,Multi-Family,1448 W 36TH ST,LOS ANGELES,CA,90018,8,"Korsa Financial, Inc",Serge Arutti,818-261-0014,NULL,NULL,,NULL,-118.30176,34.02263,POINT (-118.30176 34.02263)
2218021088,04/11/2022,Single Family,14819 W SHERMAN WAY,VAN NUYS,CA,91405,6,Vijay Fadia,Vijay Fadia,310-791-9975,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.45589,34.2014,POINT (-118.45589 34.2014)
6018014022,09/30/2022,Single Family,7427 S LA SALLE AVE,LOS ANGELES,CA,90047,8,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.30587,33.97193,POINT (-118.30587 33.97193)
2231023055,04/27/2022,Multi-Family,6512 N BALBOA BLVD,VAN NUYS,CA,91406,6,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.50089,34.1891,POINT (-118.50089 34.1891)
5069007017,07/26/2022,Single Family,1744 S GENESEE AVE,LOS ANGELES,CA,90019,10,PHH Mortgage,Shelly Martinez,346-471-3551,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.36555,34.04373,POINT (-118.36555 34.04373)
5420009006,01/04/2022,Single Family,2027 N LEMOYNE ST,LOS ANGELES,CA,90026,13,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.25324,34.08957,POINT (-118.25324 34.08957)
6083026007,08/12/2022,Single Family,130 E 119TH ST,LOS ANGELES,CA,90061,15,LoanCare LLC,Eric MOORE,877-338-3791,SERVICELINK,CLIENT SERVICES,11802   Ridge PKWY 100 Broomfield CO 80021,877-847-8544,-118.27259,33.92453,POINT (-118.27259 33.92453)
2412031073,08/23/2022,Single Family,6716 N CLYBOURN AVE,LOS ANGELES,CA,91606,2,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.36353,34.19213,POINT (-118.36353 34.19213)
5565024038,07/12/2022,Single Family,8011 W WILLOW GLEN ROAD,LOS ANGELES,CA,90046,4,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.37129,34.11943,POINT (-118.37129 34.11943)
4410011035,02/15/2022,Single Family,263 N ENTRADA DR,LOS ANGELES,CA,90402,11,PREMIER AMERICA CU,ALMA GAETA,818-772-4000,NULL,NULL,,NULL,-118.51577,34.02963,POINT (-118.51577 34.02963)
5431036030,01/04/2022,Single Family,1737 N WEST SILVER LAKE DR,LOS ANGELES,CA,90026,13,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.26851,34.09032,POINT (-118.26851 34.09032)
2640015028,03/04/2022,Single Family,13845 W MONTAGUE ST,LOS ANGELES,CA,91331,6,MIDFIRST BANK,ERIK KENNER,405-426-1280,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.43486,34.23059,POINT (-118.43486 34.23059)
6053025010,01/10/2022,Multi-Family,10110 S BROADWAY,LOS ANGELES,CA,90003,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.27794,33.94426,POINT (-118.27794 33.94426)
7462015028,07/26/2022,Single Family,1917 S CABRILLO AVE,SAN PEDRO,CA,90731,15,phh mortgage corporation,marquita bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.29474,33.72662,POINT (-118.29474 33.72662)
5555019002,05/09/2022,Single Family,1472 N KINGS RD,LOS ANGELES,CA,90069,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.37343,34.09744,POINT (-118.37343 34.09744)
6072016021,04/15/2022,Multi-Family,750 E LANZIT AVE,LOS ANGELES,CA,90059,15,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.26106,33.93339,POINT (-118.26106 33.93339)
5545007017,06/13/2022,Multi-Family,5960 W CARLTON WAY,HOLLYWOOD,CA,90028,13,"IWP Capital, LLC",Mario Garcia,619-734-8348,NULL,NULL,,NULL,-118.31999,34.10034,POINT (-118.31999 34.10034)
4244025020,07/18/2022,Single Family,1711 S WALGROVE AVE,LOS ANGELES,CA,90291,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45235,34.00478,POINT (-118.45235 34.00478)
4221020009,07/28/2022,Single Family,12209 W HAVELOCK AVE,LOS ANGELES,CA,90230,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.41558,33.98885,POINT (-118.41558 33.98885)
2162005011,01/24/2022,Single Family,5273 N NEWCASTLE AVE,ENCINO,CA,91316,4,Akselrod Family Trust,ALEX AKSELROD,818-578-6078,Alex Akselrod,Alex Akselrod,18345   Ventura BLVD 414 TARZANA CA 91356,818-578-6078,-118.52448,34.16674,POINT (-118.52448 34.16674)
5051027016,01/10/2022,Single Family,2907 S NORTON AVE,LOS ANGELES,CA,90018,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.3329,34.02922,POINT (-118.3329 34.02922)
2032010018,09/21/2022,Single Family,24701 W CALVERT ST,LOS ANGELES,CA,91367,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.66314,34.18338,POINT (-118.66314 34.18338)
2021004026,03/23/2022,Single Family,23036 W COVELLO ST,LOS ANGELES,CA,91307,12,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.62871,34.20709,POINT (-118.62871 34.20709)
5103005016,01/07/2022,Single Family,700 E 52ND PL,LOS ANGELES,CA,90011,9,Community Loan Servicing,Eric Moore,877-338-3791,ServiceLink,Client Services,10632   Westmoor DR 100 Westminster CO 80021,877-847-8612,-118.2629,33.99491,POINT (-118.2629 33.99491)
2129015023,04/19/2022,Multi-Family,19108 W HARTLAND ST,LOS ANGELES,CA,91335,3,Rocket Mortgage LLC,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.54961,34.19452,POINT (-118.54961 34.19452)
5031012002,01/04/2022,Single Family,4009 W DON FELIPE DR,LOS ANGELES,CA,90008,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.34512,34.00727,POINT (-118.34512 34.00727)
2156012035,06/30/2022,Single Family,5837 N DONNA AVE,LOS ANGELES,CA,91356,3,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.54767,34.17685,POINT (-118.54767 34.17685)
6054003028,01/04/2022,Multi-Family,9715 S HOOVER ST,LOS ANGELES,CA,90044,8,"HSBC Bank USA, National Association C/O Altisource Solutions, Inc.",ASHISH TOMAR,866-952-6514,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.28708,33.94738,POINT (-118.28708 33.94738)
6038017041,01/05/2022,Multi-Family,8622 1/2 S BARING CROSS ST,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.2892,33.95925,POINT (-118.2892 33.95925)
2028018008,04/28/2022,Single Family,7130 N ATHELING WAY,LOS ANGELES,CA,91307,12,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.63375,34.19857,POINT (-118.63375 34.19857)
2619007029,01/19/2022,Single Family,13817 W DAVENTRY ST,LOS ANGELES,CA,91331,7,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.43345,34.26671,POINT (-118.43345 34.26671)
2123002004,08/09/2022,Single Family,6437 N WHITE OAK AVE,LOS ANGELES,CA,91335,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.5187,34.18787,POINT (-118.5187 34.18787)
2545003008,04/15/2022,Single Family,9680 W GREEN VERDUGO DR,LOS ANGELES,CA,91040,7,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.34278,34.25403,POINT (-118.34278 34.25403)
2216007013,03/14/2022,Single Family,7014 N COLBATH AVE,LOS ANGELES,CA,91405,2,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.43658,34.19815,POINT (-118.43658 34.19815)
2107001090,09/22/2022,Single Family,20216 W ROSCOE BLVD,LOS ANGELES,CA,91306,3,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard Properties,Christie Anzalone Bonvissuto,7887   Hub PKWY  Valley View OH 44125,800-852-8306,-118.5736,34.21999,POINT (-118.5736 34.21999)
5540004006,01/06/2022,Multi-Family,1236 N MARIPOSA AVE,LOS ANGELES,CA,90029,13,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.29931,34.09439,POINT (-118.29931 34.09439)
4329004082,09/15/2022,Single Family,2220 S AVENUE OF THE STARS,LOS ANGELES,CA,90067,5,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.40939,34.05241,POINT (-118.40939 34.05241)
6069001030,06/16/2022,Single Family,1652 E 108TH ST,LOS ANGELES,CA,90059,15,"LAW OFFICE OF JOHN A. BUNNETT, APC",John Bunnett,562-927-1400,"LAW OFFICE OF JOHN A. BUNNETT, APC",JOHN BUNNETT,8136   2nd ST  Downey CA 90241,562-927-1400,-118.24418,33.93773,POINT (-118.24418 33.93773)
2407023011,09/14/2022,Single Family,10870 W CROCKETT ST,LOS ANGELES,CA,91352,2,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.36727,34.22015,POINT (-118.36727 34.22015)
2149015025,01/04/2022,Single Family,20850 W MARTHA ST,LOS ANGELES,CA,91367,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.5873,34.17258,POINT (-118.5873 34.17258)
2304013007,04/04/2022,Single Family,8169 N COLDWATER CANYON AVE,LOS ANGELES,CA,91605,2,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.41461,34.21962,POINT (-118.41461 34.21962)
2221021031,09/13/2022,Single Family,14937 W SHERMAN WAY,VAN NUYS,CA,91405,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.45858,34.20147,POINT (-118.45858 34.20147)
2022023003,01/04/2022,Single Family,7349 N SHOUP AVE,LOS ANGELES,CA,91307,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.61488,34.20413,POINT (-118.61488 34.20413)
2358027026,09/23/2022,Single Family,5055  COLDWATER CANYON,LOS ANGELES,CA,91423,4,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carols Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.41396,34.16293,POINT (-118.41396 34.16293)
5005008011,01/28/2022,Single Family,5313 S VAN NESS AVE,LOS ANGELES,CA,90062,8,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.31727,33.9938,POINT (-118.31727 33.9938)
2162006081,03/08/2022,Single Family,5135 N ZELZAH AVE,ENCINO,CA,91316,4,C&H Trust Deed Service,Coby Halavais,949-305-8901,C&H Trust Deed Service,Coby Halavais,1   1 Orchard Rd.  110 Lake Forest CA 92679,949-305-8901,-118.52222,34.16486,POINT (-118.52222 34.16486)
5528003185,09/14/2022,Single Family,750 N KINGS,LOS ANGELES,CA,90069,5,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.37159,34.08469,POINT (-118.37159 34.08469)
2209020012,02/02/2022,Single Family,7942 N NORWICH AVE,LOS ANGELES,CA,91402,6,Statebridge,Bryce Fendall,720-697-6421,Rushmore Loan Management Services LLC,Customer Center,15480   Luguna Canyon RD  Irvine CA 92618,888-504-6700,-118.46085,34.21537,POINT (-118.46085 34.21537)
2536010081,06/16/2022,Single Family,11150 N GLENOAKS BLVD 1-96,LOS ANGELES,CA,91331,7,Rocket Mortgage LLC,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.40981,34.27225,POINT (-118.40981 34.27225)
7448026011,08/03/2022,Single Family,536 W BONITA ST,SAN PEDRO,CA,90731,15,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.28873,33.74792,POINT (-118.28873 33.74792)
2428022002,09/26/2022,Multi-Family,6871 W PACIFIC VIEW DR,LOS ANGELES,CA,90068,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.34602,34.1223,POINT (-118.34602 34.1223)
2557002033,01/04/2022,Single Family,7707 W JAYSEEL ST,LOS ANGELES,CA,91042,7,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.30048,34.26562,POINT (-118.30048 34.26562)
2646004008,01/28/2022,Single Family,10353 N RINCON AVE,LOS ANGELES,CA,91331,7,Reverse Mortgage Solutions,Erin Hill,866-503-5559,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.43037,34.25827,POINT (-118.43037 34.25827)
2414027015,02/01/2022,Single Family,10933 W KITTRIDGE ST,LOS ANGELES,CA,91606,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,EDWARD ZUBIA  no unit number,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.36932,34.19043,POINT (-118.36932 34.19043)
2423024076,01/05/2022,Single Family,10626 W VALLEY SPRING LANE,LOS ANGELES,CA,91602,2,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.36241,34.14659,POINT (-118.36241 34.14659)
4108003027,07/22/2022,Single Family,6660 W 81ST ST,LOS ANGELES,CA,90045,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.40661,33.9649,POINT (-118.40661 33.9649)
4305027021,08/05/2022,Single Family,9017 W CRESTA DR,LOS ANGELES,CA,90035,5,Equity Investments Group,sara landucci,714-841-5511,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.38699,34.04604,POINT (-118.38699 34.04604)
2116017058,01/05/2022,Single Family,7300 N BONNIE PL,LOS ANGELES,CA,91335,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.55516,34.20307,POINT (-118.55516 34.20307)
5221015007,05/09/2022,Single Family,2277 N HIGHBURY AVE,LOS ANGELES,CA,90032,14,LoanCare LLC,Eric MOORE,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.16248,34.07177,POINT (-118.16248 34.07177)
2375019050,01/05/2022,Single Family,13035 W VALLEYHEART DR,LOS ANGELES,CA,91604,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.4173,34.1474,POINT (-118.4173 34.1474)
2715008042,08/24/2022,Multi-Family,10710 N RESEDA BLVD,LOS ANGELES,CA,91326,12,Stearns Bank National Association,Clinton Trujillo,323-852-1000,NULL,NULL,,NULL,-118.53588,34.26516,POINT (-118.53588 34.26516)
2728008012,09/14/2022,Single Family,10416 N TAMPA AVE,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.55344,34.25942,POINT (-118.55344 34.25942)
2125004034,04/25/2022,Single Family,7023 N ETIWANDA AVE,LOS ANGELES,CA,91335,4,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.53181,34.19824,POINT (-118.53181 34.19824)
5211013024,01/03/2022,Multi-Family,2219 N PARKSIDE AVE,LOS ANGELES,CA,90031,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.20024,34.07097,POINT (-118.20024 34.07097)
2316025012,09/22/2022,Single Family,7252 N CAMELLIA AVE,LOS ANGELES,CA,91605,2,"JPMorgan Chase Bank, N.A.",Operations Specialist I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.38219,34.2027,POINT (-118.38219 34.2027)
6035022021,01/05/2022,Single Family,2033 W 84TH PL,LOS ANGELES,CA,90047,8,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.31457,33.96191,POINT (-118.31457 33.96191)
7415021019,01/20/2022,Single Family,1134 W YOUNG ST,LOS ANGELES,CA,90744,15,Champion Mortgage,Jennifer Hathaway,972-894-2950,NULL,NULL,,NULL,-118.27687,33.78523,POINT (-118.27687 33.78523)
2666009001,08/15/2022,Single Family,15932 W LAHEY ST,LOS ANGELES,CA,91344,12,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.47928,34.27267,POINT (-118.47928 34.27267)
5157020035,05/25/2022,Multi-Family,7190 W SUNSET BLVD,LOS ANGELES,CA,90046,13,Pacific Premier Bank,Andrew Jarvis,949-526-7241,NULL,NULL,,NULL,-118.27069,34.06785,POINT (-118.27069 34.06785)
2034019056,03/24/2022,Single Family,6557 N CLEOMOORE AVE,LOS ANGELES,CA,91307,12,SN Servicing Corp,Eric Moore,877-338-3791,Bron Inc - Amy Lee,Amy Lee,24210   Dandelion CT  Lake Elsinore CA 92532,877-338-3791,-118.65131,34.18975,POINT (-118.65131 34.18975)
