APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
2624011030,07/15/2021 12:00:00 AM,Single Family,9853 N CAYUGA AVE,LOS ANGELES,CA,91331,7,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.41201,34.24922,POINT (-118.41201 34.24922)
2162005011,01/28/2021 12:00:00 AM,Single Family,5257 N NEWCASTLE AVE,ENCINO,CA,91316,5,Akselrod Family Trust,ALEX AKSELROD,818-578-6078,Akselrod Family Trust,Alex Akselrod,18345   Ventura BLVD  Tarzana CA 91356,818-578-6078,-118.52448,34.16674,POINT (-118.52448 34.16674)
6036001035,02/01/2021 12:00:00 AM,Single Family,8715 S HAAS AVE,LOS ANGELES,CA,90047,8,2nd Chance Mortgages Inc.,Belle Baca,951-534-8898,2nd Chance Mortgages Inc.,Belle Baca,23580   Allesandro BLVD 9818 Moreno Valley CA 92553,951-534-8898,-118.31739,33.95833,POINT (-118.31739 33.95833)
2321026010,01/06/2021 12:00:00 AM,Multi-Family,6805 N VANTAGE AVE,NORTH HOLLYWOOD,CA,91605,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.39777,34.1943,POINT (-118.39777 34.1943)
6088019006,04/06/2021 12:00:00 AM,Single Family,11809 S AINSWORTH ST,LOS ANGELES,CA,90044,15,"Trinity Financial Services, LLC","Don Madden, III",949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.29046,33.9263,POINT (-118.29046 33.9263)
2637003023,09/16/2021 12:00:00 AM,Single Family,8749 N MATILIJA AVE,LOS ANGELES,CA,91402,6,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.4372,34.22891,POINT (-118.4372 34.22891)
6030032001,09/13/2021 12:00:00 AM,Single Family,401 E 81ST ST,LOS ANGELES,CA,90003,9,Reverse Mortgage Solutions,Monique White,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.26708,33.96567,POINT (-118.26708 33.96567)
2022008002,09/02/2021 12:00:00 AM,Single Family,22738 W SATICOY ST,LOS ANGELES,CA,91307,12,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,844-488-7447,-118.62259,34.20809,POINT (-118.62259 34.20809)
5473031037,12/15/2021 12:00:00 AM,Single Family,4452 W COLLEGE VIEW AVE,LOS ANGELES,CA,90041,14,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.22237,34.12759,POINT (-118.22237 34.12759)
5683030015,01/08/2021 12:00:00 AM,Single Family,4945 N WAWONA ST,LOS ANGELES,CA,90041,14,Statebridge,Bryce Fendall,720-697-6421,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.22604,34.13791,POINT (-118.22604 34.13791)
5083023002,04/07/2021 12:00:00 AM,Multi-Family,1363 S KENISTON AVE,LOS ANGELES,CA,90019,10,Wilshire Financial Network,Adrian Zubia,310-490-1369,WILSHIRE FINANCIAL NETWORK,Adrian Zubia,468  N Camden  200 Beverly Hills CA 90210,310-490-1969,-118.33938,34.04954,POINT (-118.33938 34.04954)
2034008018,02/24/2021 12:00:00 AM,Single Family,24106 W WELBY WAY,LOS ANGELES,CA,91307,12,LoanCare LLC,Eric MOORE,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.65069,34.19303,POINT (-118.65069 34.19303)
2701037036,02/02/2021 12:00:00 AM,Single Family,11884 N MARIPOSA BAY LANE,LOS ANGELES,CA,91326,12,test,a a,233-233-3333,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.56865,34.28694,POINT (-118.56865 34.28694)
4370003014,04/26/2021 12:00:00 AM,Single Family,777 N SARBONNE ROAD,LOS ANGELES,CA,90077,5,"Stalgi, Inc.",nazissa Parsakar,213-248-0091,Stalgi Inc.,Nazissa Parsakar,9201   Wilshire BLVD  Beverly Hills CA 90210,213-622-0265,-118.45039,34.0845,POINT (-118.45039 34.0845)
2651007125,01/05/2021 12:00:00 AM,Single Family,9155 N CEDROS AVE,LOS ANGELES,CA,91402,6,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.45375,34.23712,POINT (-118.45375 34.23712)
5478015039,03/12/2021 12:00:00 AM,Single Family,5105 E IRVINGTON TER,LOS ANGELES,CA,90042,1,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.20561,34.11591,POINT (-118.20561 34.11591)
2231016022,08/09/2021 12:00:00 AM,Single Family,6524 N PETIT AVE,LOS ANGELES,CA,91406,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.49674,34.18948,POINT (-118.49674 34.18948)
5577032012,12/15/2021 12:00:00 AM,Vacant Residential,6448 W WEIDLAKE DR,LOS ANGELES,CA,90068,4,"Redwood Trust Deed Services, Inc.",Robert Cullen,800-378-4388,"Redwood Trust Deed Services, Inc.",Robert Cullen,919   Norumbega DR  Monrovia CA 91016,800-378-4388,-118.3299,34.11593,POINT (-118.3299 34.11593)
5512009019,01/29/2021 12:00:00 AM,Single Family,116 S GARDNER ST,LOS ANGELES,CA,90036,5,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.35306,34.07302,POINT (-118.35306 34.07302)
6040027008,02/25/2021 12:00:00 AM,Multi-Family,135 W 89TH ST,LOS ANGELES,CA,90003,8,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27516,33.95562,POINT (-118.27516 33.95562)
6069026072,04/22/2021 12:00:00 AM,Single Family,1801 E 115TH ST,LOS ANGELES,CA,90059,15,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.24077,33.9304,POINT (-118.24077 33.9304)
5083019019,01/08/2021 12:00:00 AM,Multi-Family,1214 S LONGWOOD AVE,LOS ANGELES,CA,90019,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.34025,34.05278,POINT (-118.34025 34.05278)
2642014022,01/04/2021 12:00:00 AM,Single Family,9543 N OBECK AVE,LOS ANGELES,CA,91331,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43569,34.24332,POINT (-118.43569 34.24332)
2722025015,01/04/2021 12:00:00 AM,Single Family,10354 N OWENSMOUTH AVE,LOS ANGELES,CA,91311,12,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.60152,34.25893,POINT (-118.60152 34.25893)
2689003012,09/02/2021 12:00:00 AM,Single Family,16225 W COMMUNITY CT,LOS ANGELES,CA,91343,12,B&B Funding LLC,Jennifer Richardson,866-533-6600,NULL,NULL,,NULL,-118.48597,34.22362,POINT (-118.48597 34.22362)
2529010011,09/22/2021 12:00:00 AM,Single Family,10554 W KURT ST,LOS ANGELES,CA,91342,7,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.35997,34.27792,POINT (-118.35997 34.27792)
2627032018,01/01/2021 12:00:00 AM,Single Family,13425 W RANGOON ST,LOS ANGELES,CA,91331,6,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.4255,34.22888,POINT (-118.4255 34.22888)
2530026003,01/12/2021 12:00:00 AM,Single Family,11622 W GLAMIS ST,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.38493,34.28035,POINT (-118.38493 34.28035)
2236004007,01/21/2021 12:00:00 AM,Multi-Family,14840 W ARCHWOOD ST,VAN NUYS,CA,91405,6,Allstar Financial Services Inc,Sumana Sur,818-346-7827,NULL,NULL,,NULL,-118.45666,34.19275,POINT (-118.45666 34.19275)
5223007034,12/07/2021 12:00:00 AM,Single Family,5023 E O'SULLIVAN DR,LOS ANGELES,CA,90032,14,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.17377,34.06786,POINT (-118.17377 34.06786)
4004001021,01/05/2021 12:00:00 AM,Single Family,3927 W 58TH PL,LOS ANGELES,CA,90043,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.34297,33.98815,POINT (-118.34297 33.98815)
5092007059,02/05/2021 12:00:00 AM,Single Family,681 S NORTON AVE,LOS ANGELES,CA,90005,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.31756,34.06053,POINT (-118.31756 34.06053)
2044004009,12/20/2021 12:00:00 AM,Single Family,23443 W BERDON ST,LOS ANGELES,CA,91367,3,RAZ INVESTMENTS AND RED DRAGON INVESTMENTS,YANNI RAZ,818-308-4443,NULL,NULL,,NULL,-118.63793,34.17108,POINT (-118.63793 34.17108)
2118027020,01/05/2021 12:00:00 AM,Single Family,7252 N CAPPS AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.53955,34.20274,POINT (-118.53955 34.20274)
6002015029,09/17/2021 12:00:00 AM,Single Family,1715 W 60TH ST,LOS ANGELES,CA,90047,8,Champion Mortgage,Tina Simmons,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.30734,33.986,POINT (-118.30734 33.986)
5550001093,01/14/2021 12:00:00 AM,Single Family,1735  FULLER AVE,LOS ANGELES,CA,90046,4,COMMUNITY LOAN SERVICING,Frances Guerra,954-590-7676,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.34908,34.1033,POINT (-118.34908 34.1033)
6050032019,08/04/2021 12:00:00 AM,Single Family,827 E 101ST ST,LOS ANGELES,CA,90002,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.25981,33.94485,POINT (-118.25981 33.94485)
5211013024,01/23/2021 12:00:00 AM,Multi-Family,2219 N PARKSIDE AVE,LOS ANGELES,CA,90031,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.20024,34.07097,POINT (-118.20024 34.07097)
4369038021,07/13/2021 12:00:00 AM,Single Family,10850 W PORTOFINO PL,LOS ANGELES,CA,90077,5,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,First Allegiance,John Concepcion,473   Broadway  5th F Bayonne NJ 7002,201-746-8715,-118.45787,34.09668,POINT (-118.45787 34.09668)
2229003002,02/04/2021 12:00:00 AM,Single Family,6953 N TEXHOMA AVE,LOS ANGELES,CA,91406,6,Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.5154,34.19708,POINT (-118.5154 34.19708)
2168017079,01/05/2021 12:00:00 AM,Single Family,5230 N CALATRANA DR,LOS ANGELES,CA,91364,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.60342,34.16431,POINT (-118.60342 34.16431)
5023022010,01/04/2021 12:00:00 AM,Single Family,4183 S 4TH AVE,LOS ANGELES,CA,90008,10,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.32151,34.0081,POINT (-118.32151 34.0081)
5015039012,10/04/2021 12:00:00 AM,Single Family,5024 S 3RD AVE,LOS ANGELES,CA,90043,8,BOBBY FORD,BOBBY FPRD,714-679-2821,NULL,NULL,,NULL,-118.32018,33.99715,POINT (-118.32018 33.99715)
2505005018,01/06/2021 12:00:00 AM,Single Family,14659 W WALNUT ROAD,LOS ANGELES,CA,91342,7,Carrington Mortgage Services,code compliance,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.45228,34.30902,POINT (-118.45228 34.30902)
5177028011,03/18/2021 12:00:00 AM,Multi-Family,422 N SOTO ST,LOS ANGELES,CA,90033,14,"United Lender, Inc.",Shawn Ahdoot,818-987-5367,"United Lender, Inc.",Shawn Ahdoot,5250  S zelzah AVE  encino CA 91316,818-987-5367,-118.20664,34.0483,POINT (-118.20664 34.0483)
2212011008,01/20/2021 12:00:00 AM,Single Family,8149 N TYRONE AVE,LOS ANGELES,CA,91402,6,"U.S. Bank National Association, as Trustee",Douglas Randall,303-470-3633,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.44412,34.21935,POINT (-118.44412 34.21935)
2024013175,01/07/2021 12:00:00 AM,Single Family,7111  FARRALONE,LOS ANGELES,CA,91303,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.61051,34.20015,POINT (-118.61051 34.20015)
2328013053,10/22/2021 12:00:00 AM,Multi-Family,13611 W VANOWEN ST,VAN NUYS,CA,91405,2,Liberty Bank,Paul Alexander,805-760-0408,NULL,NULL,,NULL,-118.42928,34.19408,POINT (-118.42928 34.19408)
2582021041,09/15/2021 12:00:00 AM,Single Family,13773 N ALGRANTI AVE,LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.4097,34.32246,POINT (-118.4097 34.32246)
5110032021,01/25/2021 12:00:00 AM,Multi-Family,201 W 53RD ST,LOS ANGELES,CA,90037,9,Freedom Mortgage,Jared Huffman,855-690-5900,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.27623,33.99432,POINT (-118.27623 33.99432)
2076008053,01/05/2021 12:00:00 AM,Single Family,4804 N EXCELENTE DR,LOS ANGELES,CA,91364,3,Selene Finance,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.61666,34.15603,POINT (-118.61666 34.15603)
2310009002,01/01/2021 12:00:00 AM,Single Family,11853 W STRATHERN ST,LOS ANGELES,CA,91605,6,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.39167,34.21585,POINT (-118.39167 34.21585)
4378018053,01/05/2021 12:00:00 AM,Single Family,2385  ROSCOMARE,LOS ANGELES,CA,90077,5,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.46385,34.11853,POINT (-118.46385 34.11853)
5186007046,01/11/2021 12:00:00 AM,Single Family,461 S BERNAL AVE,LOS ANGELES,CA,90063,14,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.19911,34.03289,POINT (-118.19911 34.03289)
2013025018,01/11/2021 12:00:00 AM,Single Family,8121 N CAPISTRANO AVE,LOS ANGELES,CA,91304,12,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.61727,34.21714,POINT (-118.61727 34.21714)
5685026029,01/18/2021 12:00:00 AM,Multi-Family,1835 N WOODROW AVE,LOS ANGELES,CA,90041,14,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.21467,34.13038,POINT (-118.21467 34.13038)
5524002011,04/09/2021 12:00:00 AM,Multi-Family,812 N MANSFIELD AVE,LOS ANGELES,CA,90038,13,Sound Equity High Income Debt Fund LLC,Julie Williams,425-375-0679,Sound Capital,Ken Hanson,2099  S State College BLVD  Temecula CA 92806,206-790-5277,-118.34051,34.08565,POINT (-118.34051 34.08565)
2346003017,01/04/2021 12:00:00 AM,Single Family,12734 W ALBERS ST,LOS ANGELES,CA,91607,2,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.41053,34.17021,POINT (-118.41053 34.17021)
2783001018,04/06/2021 12:00:00 AM,Single Family,8362 N AURA AVE,LOS ANGELES,CA,91324,12,AIAA Home Holdings LLC ISAOA,Arthur Toukhlandjian,818-500-7997,AIAA Home Holdings LLC,Arthur Toukhlandjian,701  N brand blvd  glendale ca 91203,818-651-5355,-118.55452,34.22212,POINT (-118.55452 34.22212)
2301019008,01/14/2021 12:00:00 AM,Single Family,13340 W WILLARD ST,LOS ANGELES,CA,91402,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.42417,34.21822,POINT (-118.42417 34.21822)
2039027016,01/14/2021 12:00:00 AM,Single Family,22415 W OXNARD ST,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.61516,34.17938,POINT (-118.61516 34.17938)
2526025018,01/22/2021 12:00:00 AM,Single Family,11600 N ORCAS AVE,LOS ANGELES,CA,91342,7,james Agnew,james agnew,864-534-1616,western Fidelity,angela Mijres,1222   crenshaw BLVD  torrance CA 90501,310-212-9700,-118.3681,34.28084,POINT (-118.3681 34.28084)
6075015011,01/29/2021 12:00:00 AM,Single Family,612 W 111TH PL,LOS ANGELES,CA,90044,8,Vijay Fadia,Vijay Fadia,310-791-9975,Vijay Fadia,Vijay Fadia,23800   Hawthorne BLVD  Torrance CA 90505,310-791-9975,-118.28533,33.93375,POINT (-118.28533 33.93375)
5555017006,01/29/2021 12:00:00 AM,Single Family,8409 W CARLTON WAY,LOS ANGELES,CA,90069,4,"Iridium, LLC, a California Limited Liability Company",Anatoly Doktorovich,310-994-0949,NULL,NULL,,NULL,-118.37488,34.09858,POINT (-118.37488 34.09858)
2257020035,01/06/2021 12:00:00 AM,Single Family,5460  WHITE OAK,LOS ANGELES,CA,91436,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
5028016003,03/15/2021 12:00:00 AM,Single Family,4506 W DON MILAGRO DR,LOS ANGELES,CA,90008,8,LoanCare LLC,Eric MOORE,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.35318,34.00855,POINT (-118.35318 34.00855)
5071020017,01/09/2021 12:00:00 AM,Multi-Family,4617 W SATURN ST,LOS ANGELES,CA,90019,10,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.33902,34.04343,POINT (-118.33902 34.04343)
5047007013,01/14/2021 12:00:00 AM,Single Family,5157 W RODEO ROAD,LOS ANGELES,CA,90016,10,First Entertainment Credit Union,Property Preservation,800-669-0340,First American Trustee Servicing Solutions,Code Compliance,777  S Figueroa ST 4 FL Los Angeles CA 90017,800-242-5800,-118.35773,34.02169,POINT (-118.35773 34.02169)
2549005003,04/09/2021 12:00:00 AM,Single Family,10635 N MARY BELL AVE,LOS ANGELES,CA,91040,7,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.34463,34.26316,POINT (-118.34463 34.26316)
2662001022,12/20/2021 12:00:00 AM,Single Family,11409 N BLUCHER AVE,LOS ANGELES,CA,91344,12,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.4712,34.27758,POINT (-118.4712 34.27758)
2132007013,01/14/2021 12:00:00 AM,Single Family,6707 N SHIRLEY AVE,LOS ANGELES,CA,91335,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.55806,34.19241,POINT (-118.55806 34.19241)
2628005025,01/14/2021 12:00:00 AM,Single Family,9127 N VENA AVE,LOS ANGELES,CA,91331,6,COMMUNITY LOAN SERVICING,Frances Guerra,954-590-7676,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.41436,34.23513,POINT (-118.41436 34.23513)
6020025010,02/02/2021 12:00:00 AM,Single Family,524 1/2 W 73RD ST,LOS ANGELES,CA,90044,8,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.28362,33.97351,POINT (-118.28362 33.97351)
2409005008,01/06/2021 12:00:00 AM,Single Family,7940 N VINELAND AVE,LOS ANGELES,CA,91352,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.37013,34.21506,POINT (-118.37013 34.21506)
5492009207,01/04/2021 12:00:00 AM,Single Family,5860  BENNER ST,LOS ANGELES,CA,90042,1,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.18967,34.10731,POINT (-118.18967 34.10731)
5565001017,01/15/2021 12:00:00 AM,Single Family,2776 N LAUREL CANYON PL,LOS ANGELES,CA,90046,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.37357,34.12073,POINT (-118.37357 34.12073)
4286008004,01/04/2021 12:00:00 AM,Single Family,708 S HAMPTON DR,LOS ANGELES,CA,90291,11,ok llc,jeanie bedrosian,310-994-2900,"O.K.,LLC",Oleg Khersonsky,17337   VENTURA BLVD 318 ENCINO CA 91316,818-322-0587,-118.47441,33.99409,POINT (-118.47441 33.99409)
4360029174,03/16/2021 12:00:00 AM,Single Family,10445 W WILSHIRE BLVD 1-109,LOS ANGELES,CA,90024,5,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.43087,34.06606,POINT (-118.43087 34.06606)
5018016009,01/04/2021 12:00:00 AM,Single Family,934 W 50TH ST,LOS ANGELES,CA,90037,9,Security National Servicing Corp,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.2904,33.99773,POINT (-118.2904 33.99773)
6063029010,01/06/2021 12:00:00 AM,Multi-Family,438 E 107TH ST,LOS ANGELES,CA,90003,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.26604,33.9392,POINT (-118.26604 33.9392)
5056008003,01/04/2021 12:00:00 AM,Single Family,1312 S ARAPAHOE ST,LOS ANGELES,CA,90006,1,LoanCare,ERIC MOORE,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.28522,34.04676,POINT (-118.28522 34.04676)
2035012003,10/21/2021 12:00:00 AM,Single Family,6115 N GLIDE AVE,LOS ANGELES,CA,91367,3,Shellpoint Mortgage,Eric Moore,877-338-3791,ZVN Properties Inc,Arek Helcberger,957  E Cherry ST  Canal Fulton OH 44614,330-854-5890,-118.63851,34.18167,POINT (-118.63851 34.18167)
2364014032,01/04/2021 12:00:00 AM,Single Family,12303 W MILBANK ST,LOS ANGELES,CA,91604,4,Selene Finance,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.40112,34.15327,POINT (-118.40112 34.15327)
6117001010,01/19/2021 12:00:00 AM,Multi-Family,760 W 120TH ST,LOS ANGELES,CA,90044,15,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.28901,33.92356,POINT (-118.28901 33.92356)
4329006013,07/12/2021 12:00:00 AM,Single Family,10050 W EMPYREAN WAY,LOS ANGELES,CA,90067,5,Jason Propp,Jason Propp,310-892-6622,NULL,NULL,,NULL,-118.4068,34.05442,POINT (-118.4068 34.05442)
2265021034,11/30/2021 12:00:00 AM,Single Family,4419 N STANSBURY AVE,LOS ANGELES,CA,91423,4,Celink,Cory Daggett,866-654-0020,NULL,NULL,,NULL,-118.44118,34.15116,POINT (-118.44118 34.15116)
5586019057,01/29/2021 12:00:00 AM,Single Family,6002 W GRACIOSA DR,LOS ANGELES,CA,90068,4,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.32005,34.11263,POINT (-118.32005 34.11263)
4329002054,01/04/2021 12:00:00 AM,Single Family,2170  CENTURY PARK,LOS ANGELES,CA,90067,5,Fay Servicing,Eric Moore,877-338-3791,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.40998,34.05808,POINT (-118.40998 34.05808)
