APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,Property on Map
5136020006,07/03/2017,Multi-Family,1841 1/2 W 11TH PL,LOS ANGELES,CA,90006,1,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.27916 34.04872)
6117020025,02/01/2017,Vacant Residential,626 W LACONIA BLVD,LOS ANGELES,CA,90044,15,The Argus Group,Jennifer Bercy,818-999-3300,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567,POINT (-118.28563 33.918290000000006)
2403007042,08/15/2017,Single Family,10153 W OLIVIA TER,LOS ANGELES,CA,91352,2,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.35197 34.22025)
5486003008,03/28/2017,Single Family,6026 E BURWOOD AVE,LOS ANGELES,CA,90042,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,POINT (-118.1879 34.12684)
5017022007,01/09/2017,Single Family,1141 W 50TH ST,LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,POINT (-118.29517 33.9979)
4286008004,03/07/2017,Single Family,708 S HAMPTON DR,LOS ANGELES,CA,90291,11,"O.K.,LLC",Oleg Khersonsky,818-322-0587,"O.K.,LLC",Oleg Khersonsky,17337   VENTURA BLVD 318 ENCINO CA 91316,818-322-0587,POINT (-118.47441000000002 33.99409)
2178005086,03/14/2017,Single Family,4279 N ELLENITA AVE,LOS ANGELES,CA,91356,3,US Bank National Association,US BANK National Association,612-973-2749,Gallardo Excavation & Preservation,Fernando Gallardo,15465   Kennedy AVE  Fontana CA 92336,909-904-2577,POINT (-118.56323 34.14763)
2629030001,08/09/2017,Single Family,9070 N CRANFORD AVE,LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.40985 34.23438)
2106016023,01/20/2017,Single Family,19819 W STRATHERN ST,LOS ANGELES,CA,91306,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,POINT (-118.56506000000002 34.21571)
7451017007,01/23/2017,Single Family,557 W 2ND ST,SAN PEDRO,CA,90731,15,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.28908 33.74228)
5029010015,03/08/2017,Single Family,3909 S RIDGELEY DR,LOS ANGELES,CA,90008,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,POINT (-118.36593 34.01688)
5443006026,01/16/2017,Single Family,1916 W WHITMORE AVE,LOS ANGELES,CA,90039,13,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.25121 34.09556)
6005011005,01/19/2017,Multi-Family,143 W 59TH ST,LOS ANGELES,CA,90003,9,M&T BANK,JAMES KELLY,800-724-1633,Safeguard,Property Preservation,7887   Safeguard Circle   Valley View OH 44125,800-852-8306,POINT (-118.27537000000001 33.98703)
2822031002,01/09/2017,Single Family,11412 N DORAL AVE,LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,POINT (-118.5479 34.27842)
6040027008,01/04/2017,Multi-Family,135 W 89TH ST,LOS ANGELES,CA,90003,8,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,POINT (-118.27516 33.95562)
2227007010,01/23/2017,Single Family,7312 N LEESCOTT AVE,LOS ANGELES,CA,91406,6,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,POINT (-118.50404 34.20324)
2276036033,01/03/2017,Single Family,14617 W ROUND VALLEY DR,LOS ANGELES,CA,91403,4,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,POINT (-118.45114 34.14605)
4405037002,01/26/2017,Single Family,247 S CARMELINA AVE,LOS ANGELES,CA,90049,11,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.47983999999998 34.05389)
2264006128,07/03/2017,Single Family,4665 N WILLIS AVE,LOS ANGELES,CA,91403,4,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.45545000000001 34.15594)
6005006028,01/04/2017,Single Family,5904 S OLIVE ST,LOS ANGELES,CA,90003,9,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.27926 33.98716)
2078004014,06/06/2017,Single Family,4346 N MANSON AVE,LOS ANGELES,CA,91364,3,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,POINT (-118.62361 34.15008)
2362014129,01/03/2017,Single Family,4424 N COLDWATER CANYON AVE,LOS ANGELES,CA,91604,2,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743,POINT (-118.41359000000001 34.15122)
2274003005,01/16/2017,Single Family,3952 N BEVERLY GLEN BLVD,LOS ANGELES,CA,91423,4,JP Morgan Chase NA,Amy Lott,888-310-1506,Los Angeles County Property Preservation,Eddie Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.44786999999998 34.14258)
4226013031,01/05/2017,Single Family,4 E 20TH AVE,LOS ANGELES,CA,90291,11,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,POINT (-118.47137000000001 33.98494)
4379024012,05/23/2017,Vacant Residential,2429 N BUSHROD LANE,LOS ANGELES,CA,90077,5,Jahangir Mostaghel,Jahangir Mostaghel,310-795-1705,NULL,NULL,,NULL,POINT (-118.44846 34.11362)
2148023011,01/04/2017,Single Family,6519 N KELVIN AVE,LOS ANGELES,CA,91306,3,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.58683 34.1892)
6020021026,03/28/2017,Multi-Family,617 1/2 W 76TH ST,LOS ANGELES,CA,90044,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.28478 33.97086)
4006019030,06/02/2017,Single Family,3465 W 67TH ST,LOS ANGELES,CA,90043,8,DITECH FINANCIAL LLC,NICOLE ARRETCHE,877-272-2149,So Cal Inspectors,SUZANNE PHILLIPS,9525   Stewart and Gray ROAD  DOWNEY CA 90241,877-242-2149,POINT (-118.33288 33.97824)
5480012027,01/19/2017,Single Family,908 N CRESTWOOD TER,LOS ANGELES,CA,90042,14,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.19057 34.13059)
2427008041,02/24/2017,Vacant Residential,2977 N PASSMORE DR,LOS ANGELES,CA,90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,POINT (-118.35176 34.12591)
5586010009,02/15/2017,Multi-Family,6042 W GRACIOSA DR,LOS ANGELES,CA,90068,4,Nationstar Mortgage,Code Violations,888-456-0714,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.32088000000002 34.1124)
2761015010,01/03/2017,Single Family,9800 N PENFIELD AVE,LOS ANGELES,CA,91311,12,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.56945000000002 34.24805)
5066022004,04/07/2017,Single Family,1711 S OGDEN DR,LOS ANGELES,CA,90019,10,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,POINT (-118.36640999999999 34.04491)
5585028028,01/11/2017,Single Family,6180 W TEMPLE HILL DR,LOS ANGELES,CA,90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,POINT (-118.32421999999998 34.11174)
5033017031,01/30/2017,Single Family,3797 S OLMSTED AVE,LOS ANGELES,CA,90018,10,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661,POINT (-118.32820999999998 34.01744)
6083024004,01/31/2017,Single Family,148 E 118TH PL,LOS ANGELES,CA,90061,15,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.27011 33.92542)
4383006022,09/14/2017,Single Family,9847 W PORTOLA DR,LOS ANGELES,CA,90210,5,Lantzman Investments Inc,March Lantzman,619-474-5400,LRES,Kathy Golden,765   The City Drive South   Orange CA 92868,714-872-5822,POINT (-118.43355 34.11034)
2121026019,07/03/2017,Single Family,7050 N BERTRAND AVE,LOS ANGELES,CA,91335,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.52422 34.1989)
5155021010,12/18/2017,Multi-Family,354 1/2 S BENTON WAY,LOS ANGELES,CA,90057,1,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.28046 34.0653)
4236001006,01/06/2017,Single Family,1171 E NELROSE AVE,LOS ANGELES,CA,90291,11,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.45105 33.99392)
2409005008,09/06/2017,Single Family,7940 N VINELAND AVE,LOS ANGELES,CA,91352,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,POINT (-118.37012999999999 34.21506)
2531015001,01/05/2017,Single Family,11539 N GLADSTONE AVE,LOS ANGELES,CA,91342,7,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.39514000000001 34.27982)
2341023005,01/04/2017,Single Family,12826 W MARTHA ST,LOS ANGELES,CA,91607,2,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Assurant Field Services,Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,512-833-8101,POINT (-118.41261 34.1729)
4255018012,08/18/2017,Single Family,2708 S SELBY AVE,LOS ANGELES,CA,90064,5,Shellpoint Mortgage Servicing,Grace Wesson,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.42200000000001 34.03666)
5511034006,06/15/2017,Multi-Family,8327 W 4TH ST,LOS ANGELES,CA,90048,5,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.37121000000002 34.07111)
2681005012,03/30/2017,Single Family,11450 N SOPHIA AVE,LOS ANGELES,CA,91344,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.48761 34.27881)
5021021007,07/21/2017,Multi-Family,1561 W VERNON AVE,LOS ANGELES,CA,90062,8,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,POINT (-118.30551 34.00385)
6023031002,01/10/2017,Multi-Family,755 E 79TH ST,LOS ANGELES,CA,90001,9,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,POINT (-118.2611 33.96756)
2501022048,06/29/2017,Single Family,13240 N HERRICK AVE,LOS ANGELES,CA,91342,7,"U.S. Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.46107000000002 34.31156)
5206006016,10/26/2017,Multi-Family,2676 N WORKMAN ST,LOS ANGELES,CA,90031,1,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.21433 34.07875)
6029020019,01/16/2017,Single Family,906 E 83RD ST,LOS ANGELES,CA,90001,9,"MidFirst Bank, as servicer for HSBC Bank USA",Adam Malak,405-426-1723,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.25829 33.96368)
7446004023,01/12/2017,Single Family,1356 W SUMMERLAND AVE,SAN PEDRO,CA,90732,15,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,POINT (-118.30549999999998 33.74708)
5435004040,01/26/2017,Multi-Family,3905 W REVERE AVE,LOS ANGELES,CA,90039,13,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.26219 34.12425000000001)
6055009049,01/05/2017,Single Family,1448 W 94TH PL,LOS ANGELES,CA,90047,8,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791,POINT (-118.30200000000002 33.95024)
6016036012,03/07/2017,Multi-Family,1846 W 71ST ST,LOS ANGELES,CA,90047,8,"O.K.,LLC",Oleg Khersonsky,818-322-0587,OK LLC,jeanie bedrosian,11693   san vicente BLVD 202 LOS ANGELES CA 90049,310-994-2900,POINT (-118.31067 33.97527)
5569013043,04/18/2017,Single Family,2144 N HERCULES DR,LOS ANGELES,CA,90046,4,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,POINT (-118.36387 34.1089)
5217023008,04/05/2017,Single Family,2742 N BUDAU AVE,LOS ANGELES,CA,90032,14,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791,POINT (-118.17574 34.07724)
2226016002,01/09/2017,Single Family,16638 W WYANDOTTE ST,LOS ANGELES,CA,91406,6,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.49597 34.2028)
2623027015,08/04/2017,Single Family,12907 W SUNBURST ST,LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.41419000000002 34.2523)
2580018187,01/18/2017,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.40547 34.31186)
2266028010,01/09/2017,Single Family,4169 N MURIETTA AVE,LOS ANGELES,CA,91423,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,POINT (-118.43745 34.14561)
5523030003,01/06/2017,Multi-Family,580 N WINDSOR BLVD,LOS ANGELES,CA,90004,4,Bank of America,VPR Department,800-669-2443,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.31949000000002 34.08122)
7456021056,01/02/2017,Single Family,356 W 15TH ST,SAN PEDRO,CA,90731,15,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.28474000000001 33.7307)
2249021007,01/05/2017,Single Family,14800 W MCCORMICK ST,VAN NUYS,CA,91411,4,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.45544 34.16575)
2420023053,03/14/2017,Single Family,10240 W CAMARILLO ST,LOS ANGELES,CA,91602,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,POINT (-118.35381 34.15752)
2611042010,08/11/2017,Single Family,15276 W GOLDEN CT,LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,POINT (-118.46572 34.29405)
2701044004,01/31/2017,Single Family,20331 W VIA GALILEO,LOS ANGELES,CA,91326,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.57650000000001 34.29554)
7351012033,01/10/2017,Single Family,1514 W 207TH ST,LOS ANGELES,CA,90501,15,"Trojan Capital Investment, LLC",Thanh Vo,877-684-9517,"Altisource Solutions, Inc",Alma Emery,"1000   Abernathy RD, Northpark Town, Center, Building 400   Atlanta GA 30328",866-952-6514,POINT (-118.30445999999999 33.84274)
5049011027,01/12/2017,Single Family,2849 S WEST VIEW ST,LOS ANGELES,CA,90016,10,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.35153000000001 34.02868)
5033007009,01/12/2017,Single Family,3942 S NORTON AVE,LOS ANGELES,CA,90008,10,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.33197 34.01346)
6088008031,11/30/2017,Single Family,728 W 115TH ST,LOS ANGELES,CA,90044,8,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.28799 33.929640000000006)
2275011015,06/14/2017,Single Family,3929 N DEERVALE DR,LOS ANGELES,CA,91403,4,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.45153 34.14281)
6042002024,09/25/2017,Multi-Family,737 E 87TH ST,LOS ANGELES,CA,90002,9,US BANK,US BANK National Association,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.26174999999999 33.95935)
2010022017,01/10/2017,Single Family,8433 N TOPANGA CANYON BLVD,LOS ANGELES,CA,91304,12,PennyMac Loan Services,Property Preservation,866-695-4122,Safeguard Properties Inc.,Stephanie Cole,7887   Safeguard Circle   Valley View OH 44125,800-852-8306,POINT (-118.60631 34.22301)
7456002032,08/18/2017,Single Family,1001 S CENTRE ST,SAN PEDRO,CA,90731,15,Shellpoint Mortgage Servicing,Grace Wesson,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.28368000000002 33.73492)
4369038021,01/30/2017,Single Family,10850 W PORTOFINO PL,LOS ANGELES,CA,90077,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,POINT (-118.45787000000001 34.09668)
6039001052,06/29/2017,Multi-Family,9113 #3 S BARING CROSS ST 1-3,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,POINT (-118.28945999999999 33.95382)
2334015081,01/05/2017,Single Family,6007 N SIMPSON AVE,LOS ANGELES,CA,91606,2,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.38903999999998 34.17969)
5029012030,01/20/2017,Single Family,5653 W BRUSHTON ST,LOS ANGELES,CA,90008,10,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.36929 34.01814)
2255010002,11/02/2017,Single Family,17248 W HATTERAS ST,LOS ANGELES,CA,91316,5,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.50952 34.17611000000001)
6003032014,06/20/2017,Multi-Family,1066 W GAGE AVE,LOS ANGELES,CA,90044,8,"Wilmington Trust, National Associaiton C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.29378000000001 33.9822)
2124011008,01/16/2017,Single Family,18343 W CALVERT ST,LOS ANGELES,CA,91335,3,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.53316000000001 34.18187000000001)
5113034027,01/05/2017,Multi-Family,4225 S SAN PEDRO PL,LOS ANGELES,CA,90011,9,Nationstar Mortgage,Code Violations,888-456-0714,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.27105 34.00676)
6117018023,01/03/2017,Single Family,759 W LACONIA BLVD,LOS ANGELES,CA,90044,15,Deutsche Bank National Trust C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.28883 33.91756)
2728001028,12/05/2017,Single Family,19223 W OLYMPIA ST,LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.55198 34.26564)
7414022046,01/19/2017,Single Family,1408 W DOLORES ST,LOS ANGELES,CA,90744,15,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.28062 33.79311)
2116018120,11/20/2017,Single Family,19347 W SHERMAN WAY,LOS ANGELES,CA,91335,3,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.55496 34.20131)
2747014045,01/16/2017,Single Family,10030  OWENSMOUTH,LOS ANGELES,CA,91311,12,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.60058000000001 34.25348)
6015002008,07/03/2017,Multi-Family,1530 1/2 W 64TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.30345 33.98126)
2024036012,01/22/2017,Single Family,6849 N NITA AVE,LOS ANGELES,CA,91303,3,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,POINT (-118.61383000000001 34.19514)
5019024025,01/05/2017,Multi-Family,715 1/2 W 41ST ST,LOS ANGELES,CA,90037,9,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.28633 34.00977)
2629030018,07/12/2017,Single Family,9139 N MOREHART AVE,LOS ANGELES,CA,91331,6,"DLJ Mortgage Capital, Inc. C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.40931 34.23568000000001)
2538031029,05/04/2017,Single Family,11060 N VANDA WAY,LOS ANGELES,CA,91040,7,Franklin Credit Management Corp,DK Knight,201-604-1800,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.37159 34.25468)
