APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map
2528014048,01/22/2020,Single Family,10145 N BROMONT AVE,LOS ANGELES,CA,91352,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.37766,34.25455,POINT (-118.37766 34.25455)
2310009002,06/09/2020,Single Family,11853 W STRATHERN ST,LOS ANGELES,CA,91605,6,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.39167,34.21585,POINT (-118.39167 34.21585)
2565010037,01/15/2020,Single Family,10431 N HILLHAVEN AVE,LOS ANGELES,CA,91042,7,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.29027,34.25842,POINT (-118.29027000000002 34.25842)
2615013019,01/16/2020,Single Family,14915 W SANDRA ST,LOS ANGELES,CA,91345,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.45732,34.27089,POINT (-118.45732 34.27089)
2124006011,01/31/2020,Single Family,18401 W DOMINO ST,LOS ANGELES,CA,91335,3,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.53376,34.1847,POINT (-118.53376000000002 34.1847)
5044030026,12/13/2020,Single Family,3604 S 5TH AVE,LOS ANGELES,CA,90018,10,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.32226,34.02263,POINT (-118.32226 34.02263)
6048034019,01/28/2020,Multi-Family,9501 S BANDERA ST,LOS ANGELES,CA,90002,15,Prober & Raphael,Thomas Mason,847-880-7300,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.23977,33.95033,POINT (-118.23977000000001 33.95033)
2233013008,01/22/2020,Single Family,6438 N GLORIA AVE,VAN NUYS,CA,91406,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47913,34.18783,POINT (-118.47913 34.18783)
7447007015,04/24/2020,Single Family,969 W SUMMERLAND AVE,SAN PEDRO,CA,90731,15,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.29835,33.74751,POINT (-118.29835000000001 33.74751)
2623020005,01/24/2020,Single Family,10006 N HADDON AVE,LOS ANGELES,CA,91331,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.41868,34.25174,POINT (-118.41867999999998 34.25174)
2384003066,07/31/2020,Single Family,12541 W TOLENAS DR,LOS ANGELES,CA,91604,2,Cenlar FSB,Eric Moore,877-338-3791,Five Brothers,Five Brothers,12220  E 13 Mile RD  Warren MI 48093,586-772-7600,-118.40639,34.13942,POINT (-118.40639000000002 34.13942)
2128026008,07/16/2020,Single Family,19216 W ERWIN ST,LOS ANGELES,CA,91335,3,James Cassidy/Thomas and Maria Marchisotto,Steve Wheeler,951-694-3903,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.55181,34.18471,POINT (-118.55181000000002 34.18471)
5070012029,01/27/2020,Multi-Family,1550 S COCHRAN AVE,LOS ANGELES,CA,90019,10,"U.S. Bank National Association, as Trustee",Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.35377,34.0452,POINT (-118.35376999999998 34.0452)
2224007057,01/16/2020,Single Family,7015 N GLORIA AVE,VAN NUYS,CA,91406,6,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.47942,34.19803,POINT (-118.47942 34.19803)
5119026017,10/29/2020,Multi-Family,1463 E 23RD ST,LOS ANGELES,CA,90011,9,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.24931,34.01852,POINT (-118.24931 34.01852)
6083023012,06/29/2020,Single Family,310 E 118TH PL,LOS ANGELES,CA,90061,15,Freedom Mortgage,Jared Huffman,855-690-5900,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.269,33.92543,POINT (-118.269 33.92543)
7421003007,09/23/2020,Single Family,1722 N RAVENNA AVE,LOS ANGELES,CA,90744,15,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.26922,33.79795,POINT (-118.26922000000002 33.79795)
5433023002,01/08/2020,Single Family,3775 W ALOHA ST,LOS ANGELES,CA,90027,4,The Bank of New York Mello,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.27471,34.106,POINT (-118.27471 34.106)
2420023053,01/14/2020,Single Family,10240 W CAMARILLO ST,LOS ANGELES,CA,91602,4,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.35381,34.15752,POINT (-118.35381 34.15752)
5058022020,01/17/2020,Multi-Family,1855 W 24TH ST,LOS ANGELES,CA,90018,8,Bayview Loan Servicing Jefferson,Eric Moore,877-338-3791,MCS - Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.30481,34.03465,POINT (-118.30481 34.03465)
2014012017,09/13/2020,Single Family,7934 N MCLAREN AVE,LOS ANGELES,CA,93063,12,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.62433,34.21473,POINT (-118.62433 34.21473)
4382003022,07/21/2020,Single Family,9838 W CARDIGAN PL,LOS ANGELES,CA,90210,5,"Windermere Enterprises, LLC",Ronald Wilton,805-908-9277,NULL,NULL,,NULL,-118.43267,34.1232,POINT (-118.43267000000002 34.1232)
5028016003,07/01/2020,Single Family,4506 W DON MILAGRO DR,LOS ANGELES,CA,90008,8,TIAA Bank,Tammy Maurice,904-623-6829,Servicelink,Chris Takimoto,3220   El Camino Reel   Irvine CA 92602,800-756-3524,-118.35318,34.00855,POINT (-118.35318 34.00855)
4005019008,04/29/2020,Single Family,5930 S 5TH AVE,LOS ANGELES,CA,90043,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32241,33.98639,POINT (-118.32241 33.98639)
2027047012,01/21/2020,Single Family,7333 N HILLSVIEW CT,LOS ANGELES,CA,91307,12,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.65166,34.20501,POINT (-118.65165999999999 34.20501)
6061027007,02/27/2020,Single Family,528 W 104TH ST,LOS ANGELES,CA,90044,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.28382,33.94225,POINT (-118.28382 33.94225)
6061021007,08/13/2020,Single Family,628 W 108TH ST,LOS ANGELES,CA,90044,8,"Robert Elbinger Living Trust dated August 24, 2011",Robert Elbinger,310-279-2109,Robert Elbinger,Robert Elbinger,2628   Kansas AVE  Santa Monica CA 90404,310-279-2109,-118.28587,33.9381,POINT (-118.28587 33.9381)
2532011051,01/28/2020,Single Family,12112 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Imperio Realty,Sergio Hernandez,12945   Kelowna ST  Pacoimia CA 97331,818-470-9808,-118.40025,34.27904,POINT (-118.40025000000001 34.27904)
2664017041,04/09/2020,Single Family,14801 W MACLAY ST,LOS ANGELES,CA,91345,7,"PS Funding, Inc.",Matthew Dameron,213-634-0655,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.45536,34.27297,POINT (-118.45536000000001 34.27297)
6003016019,01/22/2020,Multi-Family,1217 W 60TH PL,LOS ANGELES,CA,90044,9,JCAP Financial Group,Donna Cornejo,714-278-4202,LRES Corp.,Kathy Golden,765   The City Drive South  300 Orange CA 92868,800-434-6125,-118.29647,33.98513,POINT (-118.29647 33.98513)
6033011033,12/13/2020,Single Family,1300 W 82ND ST,LOS ANGELES,CA,90044,8,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.29839,33.96429,POINT (-118.29838999999998 33.96429)
6083003036,12/02/2020,Single Family,11517 S SAN PEDRO ST,LOS ANGELES,CA,90061,15,"NDF1, LLC",Martin Saenz,877-300-5714,S.I.G. Property Management,Mike Shaar,2937   Honolulu Ave   La Crescenta CA 91214,818-287-6692,-118.26974,33.92955,POINT (-118.26974000000001 33.92955)
5307002018,12/14/2020,Single Family,3979 N DRYSDALE AVE,LOS ANGELES,CA,90032,14,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.17562,34.09212,POINT (-118.17561999999998 34.09212)
2506018002,01/31/2020,Single Family,13143 N WOODCOCK AVE,LOS ANGELES,CA,91342,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.45919,34.30873,POINT (-118.45919 34.30873)
7452016006,10/22/2020,Single Family,1355 W 1ST ST,SAN PEDRO,CA,90732,15,Carrington Mortgage Services,code compliance,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.3054,33.74323,POINT (-118.30539999999999 33.74323)
4384034013,06/11/2020,Single Family,1652 N TOWER GROVE DR,LOS ANGELES,CA,90210,5,FIDUCIARY TRUST INTERNATIONAL OF CALIFORNIA,LIANE PINDER pinder,213-596-8621,Cushman and Wakefield,Chris Koushayan,3303   wilshire BLVD 1210 Los Angeles CA 90010,213-769-9177,-118.42656,34.10195,POINT (-118.42656 34.10195)
5590022022,01/03/2020,Single Family,4511 W KINGSWELL AVE,LOS ANGELES,CA,90027,4,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.28794,34.10282,POINT (-118.28794000000002 34.10282)
2166035011,09/09/2020,Single Family,20324 W REAZA PL,LOS ANGELES,CA,91364,3,Trustee Corps - Jefferson,Eric Moore,877-338-3791,SN Servicing,Code Compliance,323   5TH ST  EUREKA CA 95501,800-603-0836,-118.577,34.16798,POINT (-118.577 34.16798)
5020022020,07/31/2020,Single Family,4259 S WALTON AVE,LOS ANGELES,CA,90037,9,Cenlar FSB,Eric Moore,877-338-3791,"Cyprexx Services, LLC",Code Compliance,41951   Remington AVE 150 Temecula CA 92590,877-338-8202,-118.29494,34.00618,POINT (-118.29493999999998 34.00618)
4426018013,01/22/2020,Single Family,1610 N MANDEVILLE CANYON RD,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.49369,34.06106,POINT (-118.49369 34.06106)
5074009008,06/16/2020,Multi-Family,1563 S HARVARD BLVD,LOS ANGELES,CA,90006,10,"Trinity Financial Services, LLC","Don Madden, III",949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.30432,34.04402,POINT (-118.30432 34.04402)
6035014007,01/28/2020,Single Family,2032 W 82ND ST,LOS ANGELES,CA,90047,8,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Cargile Company Realtors In,Paul Cargile,5901  W Century BLVD 640 Los Angeles CA 90045,310-275-0788,-118.31448,33.96447,POINT (-118.31448 33.96447)
5110025010,07/31/2020,Multi-Family,127  52ND ST,LOS ANGELES,CA,90037,9,Cenlar FSB,Eric Moore,877-338-3791,Five Brothers,Five Brothers,12220  E 13 Mile RD  Warren MI 48093,586-772-7600,-118.27505,33.99568,POINT (-118.27505 33.99568)
6002013008,01/22/2020,Single Family,1535 W 60TH ST,LOS ANGELES,CA,90047,8,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.30354,33.98599,POINT (-118.30354 33.98599)
6013011027,01/07/2020,Single Family,950 W 65TH ST,LOS ANGELES,CA,90044,8,bayview,Willie Walton,714-848-7920,MCS - Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.2909,33.97999,POINT (-118.2909 33.97999)
4005016003,05/21/2020,Single Family,5906 S 6TH AVE,LOS ANGELES,CA,90043,8,GREGORY FUNDING,DALEANA BAUTSITA,503-505-5645,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403,310-968-3844,-118.32338,33.98705,POINT (-118.32338 33.98705)
2423033022,01/27/2020,Single Family,4018 N DENNY AVE,LOS ANGELES,CA,91604,2,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.3647,34.14222,POINT (-118.3647 34.14222)
2549013017,01/23/2020,Single Family,9440 W WENTWORTH ST,LOS ANGELES,CA,91040,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.33803,34.26357,POINT (-118.33803000000002 34.26357)
2530026003,01/27/2020,Single Family,11622 W GLAMIS ST,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.38493,34.28035,POINT (-118.38493 34.280350000000006)
2321011090,09/10/2020,Single Family,6938 N LAUREL CANYON BLVD,LOS ANGELES,CA,91605,2,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2021   Hartel   Levittown PA 19057,888-872-9094,-118.39629,34.19729,POINT (-118.39629000000001 34.19729)
2405010031,01/28/2020,Single Family,7555 N CLAYBECK AVE,LOS ANGELES,CA,91505,2,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.34981,34.20807,POINT (-118.34981 34.20807)
2321026010,01/15/2020,Multi-Family,6805 N VANTAGE AVE,NORTH HOLLYWOOD,CA,91605,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE 102 Rancho Cucamonga CA 91730,909-481-1100,-118.39777,34.1943,POINT (-118.39777 34.1943)
2168025051,01/21/2020,Single Family,5319 N TENDILLA AVE,LOS ANGELES,CA,91364,3,"Deutsche Bank National Trust Company, as Trustee",Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.60189,34.16638,POINT (-118.60189 34.16638)
4320005047,06/01/2020,Single Family,2361 S OVERLAND AVE,LOS ANGELES,CA,90064,5,Carrington Mortgage Services,code compliance,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.42541,34.04263,POINT (-118.42541 34.04263)
6065026040,01/06/2020,Single Family,10321 S BEACH ST,LOS ANGELES,CA,90002,15,Cenlar FSB,Athena Santos,609-883-3900,Five Brothers,Five Brothers,12220  E 13 Mile RD  Warren MI 48093,586-772-7600,-118.24218,33.94252,POINT (-118.24218000000002 33.94252)
7460026031,09/28/2020,Single Family,1185 W 18TH ST,SAN PEDRO,CA,90731,15,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2021   Hartel   Levittown PA 19057,888-872-9094,-118.30313,33.72781,POINT (-118.30313000000001 33.72781)
2608025020,01/27/2020,Single Family,17016 W BLANCHE PL,LOS ANGELES,CA,91344,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.50321,34.29512,POINT (-118.50321000000001 34.29512)
4009005005,06/23/2020,Single Family,2922 W 73RD ST,LOS ANGELES,CA,90043,8,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.32518,33.97353,POINT (-118.32517999999999 33.973530000000004)
2035011007,11/20/2020,Single Family,23538 W STYLES ST,LOS ANGELES,CA,91367,3,"Aspen Properties Group, LLC",MarySue Edwards,800-326-2766,"U.S. Best Repair Service, Inc.",Michelle Parsi,2004   McGaw AVE  Irvine CA 92614,714-599-7730,-118.64058,34.18383,POINT (-118.64058 34.18383)
2106001032,11/06/2020,Single Family,19927 W CANTARA ST,LOS ANGELES,CA,91306,3,LoanCare LLC,Eric MOORE,877-338-3791,ServiceLink Field Services - LoanCare LLC,Angela Visceglia,10385   Westmoor DR  Westminster CO 80021,303-653-6140,-118.5676,34.21892,POINT (-118.5676 34.21892)
5033013012,08/05/2020,Single Family,3701 S CHERRYWOOD AVE,LOS ANGELES,CA,90018,10,West Coast Servicing Inc,Glenn Ohno,866-574-2001,"ZBS Law, LLP",Dawn Talavera,30   Corporate Park  450 Irvine CA 92606,714-848-7920,-118.32916,34.01991,POINT (-118.32916 34.01991)
5006032024,11/03/2020,Multi-Family,5467 S 3RD AVE,LOS ANGELES,CA,90043,8,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.32055,33.99126,POINT (-118.32055000000001 33.99126)
5555017006,08/14/2020,Single Family,8409 W CARLTON WAY,LOS ANGELES,CA,90069,4,"Iridium, LLC, a California Limited Liability Company",Anatoly Doktorovich,310-994-0949,NULL,NULL,,NULL,-118.37488,34.09858,POINT (-118.37488 34.09858)
6042022022,01/13/2020,Single Family,825 E 87TH ST,LOS ANGELES,CA,90002,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.2599,33.95937,POINT (-118.25990000000002 33.95937)
5089011041,06/16/2020,Single Family,750 S SPAULDING,LOS ANGELES,CA,90036,4,"Trinity Financial Services, LLC","Don Madden, III",949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.35699,34.06109,POINT (-118.35699 34.06109)
4301027051,01/22/2020,Single Family,8516 W CADILLAC AVE 1-11,LOS ANGELES,CA,90034,10,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.37792,34.03821,POINT (-118.37792 34.03821000000001)
6067007032,12/12/2020,Single Family,10914 S ANZAC AVE,LOS ANGELES,CA,90059,15,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.23786,33.93667,POINT (-118.23786000000001 33.93667)
2664011048,03/12/2020,Single Family,14752 W HAGAR ST,LOS ANGELES,CA,91345,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.45389,34.27476,POINT (-118.45389 34.27476000000001)
2163016017,11/27/2020,Single Family,19255 W REDWING ST,LOS ANGELES,CA,91356,3,First National Funding Corp. c/o RESS Financial Corporation,Bruce Beasley,951-270-0164,NULL,NULL,,NULL,-118.55295,34.17097,POINT (-118.55295 34.17097)
2135001087,06/16/2020,Single Family,7136 N OSO AVE,LOS ANGELES,CA,91306,3,"Trinity Financial Services, LLC","Don Madden, III",949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.57522,34.2003,POINT (-118.57522 34.2003)
6039011007,01/10/2020,Non-Residential,9431 S FIGUEROA ST,LOS ANGELES,CA,90044,8,Carrington Mortgage Services,code compliance,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.28309,33.95021,POINT (-118.28309 33.95021)
2726011023,01/16/2020,Single Family,10014 N MELVIN AVE,LOS ANGELES,CA,91324,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.56072,34.25232,POINT (-118.56072 34.252320000000005)
2711019013,01/06/2020,Single Family,11201 N WHITE OAK AVE,LOS ANGELES,CA,91344,12,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.51991,34.27409,POINT (-118.51991000000001 34.27409)
2301019006,01/29/2020,Single Family,13348 W WILLARD ST,LOS ANGELES,CA,91402,6,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.42442,34.21801,POINT (-118.42442000000001 34.21801)
4242031005,09/21/2020,Multi-Family,1325 E VENICE BLVD,LOS ANGELES,CA,90291,11,"DRI Mortgage Investments I, LLC",Lisette Smyth,561-567-8800,California TD Specialists,Patricia Matamoros,8190  E KAISER BLVD  ANAHEIM CA 92808,305-323-9290,-118.44953,33.99592,POINT (-118.44953000000001 33.99592)
6069027010,02/17/2020,Single Family,1632 E 114TH ST,LOS ANGELES,CA,90059,15,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.24505,33.93102,POINT (-118.24505000000002 33.93102)
2157009132,07/31/2020,Single Family,5700 N ETIWANDA AVE,TARZANA,CA,91356,3,Cenlar FSB,Eric Moore,877-338-3791,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.53068,34.17495,POINT (-118.53068 34.17495)
5208015031,09/03/2020,Vacant Residential,3327 N TWO TREE AVE,LOS ANGELES,CA,90031,1,Able Investment Services,Ronald Bauer,310-470-6230,ADL Property Management,Beverly LEVINE,2845  S Westwood BLVD  Los Angeles CA 90064,310-470-6230,-118.20648,34.07857,POINT (-118.20648 34.07857)
2022004012,04/13/2020,Single Family,22649 W SHERMAN WAY,LOS ANGELES,CA,91307,12,Freedom Mortgage,VPR DEPT,317-537-3748,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.62071,34.20116,POINT (-118.62071 34.20116)
7442033109,01/22/2020,Single Family,28006 S WESTERN AVE,LOS ANGELES,CA,90732,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30838,33.76595,POINT (-118.30838 33.76595)
2228007014,01/28/2020,Single Family,7237 N ANATOLA AVE,LOS ANGELES,CA,91406,6,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.5151,34.20248,POINT (-118.51509999999999 34.20248)
2357031021,01/13/2020,Single Family,4829 N WHITSETT AVE,LOS ANGELES,CA,91607,2,US Bank National Association,Susan Schell,800-365-7772,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.40541,34.15841,POINT (-118.40541 34.15841)
4112001010,07/29/2020,Single Family,6916 W 85TH PL,LOS ANGELES,CA,90045,11,"MMRC, LLC",Travis Mullen,310-356-7393,NULL,NULL,,NULL,-118.41193,33.96027,POINT (-118.41193000000001 33.96027)
5218005048,01/21/2020,Single Family,3119 N CHADWICK DR,LOS ANGELES,CA,90032,14,SECOND CHANCE HOME LOANS,ANGELIQUE DODARO,541-632-6578,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-804-7437,-118.17122,34.08209,POINT (-118.17122000000002 34.08209)
2041002009,01/09/2020,Single Family,23550 W TIARA ST,LOS ANGELES,CA,91367,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.64018,34.17809,POINT (-118.64018 34.17809)
2220004092,01/31/2020,Single Family,15048 W SHERMAN WAY,LOS ANGELES,CA,91405,6,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.46081,34.2009,POINT (-118.46081000000001 34.2009)
2671025031,01/06/2020,Single Family,15956 W VINCENNES ST,LOS ANGELES,CA,91343,12,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.48033,34.24089,POINT (-118.48033 34.24089)
4256023027,01/06/2020,Single Family,2568 S MILITARY AVE,LOS ANGELES,CA,90064,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.43053,34.03527,POINT (-118.43052999999999 34.03527)
